response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_unkother,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,50 to 64,High school,White,Female,White,Don't know,agree,Disapp.,support,Don't know,Don't know,Dems. take House,Favorable,Favorable,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,North,85 percent or higher,Landline,1,0.9636,0.9048,0.5874,0.9231
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Not very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,Bangor Area,Less than 50 percent,Landline,0.7778,0.2787,0.7013,2.4633,0.4637
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Support,disagree,Dems. take House,Don't know,Unfavorable,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.9078,0.9052,0.7566,0.9368
Dem,65 and older,Some college or trade school,Other,Female,White,Support,disagree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Unknown/Non-White,Bangor Area,85 percent or higher,Landline,1,0.9604,0.8242,0.6967,0.8482
Rep,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Bangor Area,85 percent or higher,Landline,1,0.9702,0.7491,0.5147,0.7705
Rep,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Favorable,Favorable,disagree,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Bangor Area,85 percent or higher,Cell,0.7778,0.9674,0.7491,0.5163,0.7565
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.9844,0.8223,0.512,0.8455
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,South/Central,85 percent or higher,Landline,1,0.9612,0.5808,0.3166,0.5978
Rep,35 to 49,High school,White,Female,White,Support,agree,Approve,support,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,30 to 44,High School Grad. or Less,Democratic,Female,Not very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,South/Central,50 to 85 percent,Landline,0.4444,0.7023,1.4124,1.201,0.9385
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Oppose,disagree,Approve,support,Support,disagree,Don't know,Unfavorable,Favorable,disagree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Bangor Area,85 percent or higher,Landline,0.7778,0.9872,0.8982,0.809,0.9146
Rep,65 and older,High school,White,Male,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Landline,0.4444,0.9897,1.003,0.759,1.0196
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,South/Central,85 percent or higher,Landline,1,0.9681,0.6678,0.3601,0.6869
Rep,65 and older,High school,White,Male,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Unfavorable,disagree,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Landline,1,0.9188,1.0509,0.8046,1.0861
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,agree,Disapp.,Don't know,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Bangor Area,85 percent or higher,Landline,1,0.9002,0.99,0.8923,1.0256
Rep,65 and older,Some college or trade school,Unknown,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown/Non-White,South/Central,85 percent or higher,Landline,1,0.8676,1.0558,0.8564,1.0989
Rep,18 to 34,Bachelors' degree,White,Male,White,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Auburn/Lewiston,50 to 85 percent,Cell,1,0.6565,1.9755,2.2378,2.0525
Und,65 and older,Graduate or Professional Degree,Unknown,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,agree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Unknown/Non-White,Auburn/Lewiston,85 percent or higher,Cell,1,0.8886,0.8434,0.6809,0.8751
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Approve,support,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Landline,1,0.9455,0.7073,0.4949,0.7288
Dem,50 to 64,High school,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,agree,Dems. take House,Favorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.996,1.2203,1.0831,1.2558
Dem,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.9948,0.6101,0.3467,0.6264
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Don't know,Don't know,Don't know,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Bangor Area,85 percent or higher,Cell,1,0.9124,0.7326,0.478,0.7577
Und,65 and older,High school,Unknown,Female,White,Oppose,disagree,Approve,oppose,Oppose,agree,Reps. keep House,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Unknown/Non-White,Bangor Area,85 percent or higher,Landline,1,0.9652,1.2543,1.131,1.2798
Dem,50 to 64,Some college or trade school,White,Female,White,Support,agree,Disapp.,support,Don't know,agree,Don't know,Don't know,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,North,85 percent or higher,Cell,1,0.9947,0.638,0.3545,0.6564
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,North,85 percent or higher,Cell,1,0.9942,0.5631,0.3273,0.5793
Dem,35 to 49,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Bangor Area,50 to 85 percent,Landline,1,0.8011,0.751,0.5509,0.768
Rep,35 to 49,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,South/Central,85 percent or higher,Landline,1,0.991,1.0408,0.5905,1.067
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Landline,1,0.9886,0.7073,0.4733,0.7273
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.9671,0.7239,0.4177,0.7447
Und,65 and older,High school,White,Female,White,Oppose,disagree,Disapp.,oppose,Oppose,agree,Dems. take House,Unfavorable,Unfavorable,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Bangor Area,50 to 85 percent,Landline,1,0.7092,1.252,1.6063,1.3433
Dem,35 to 49,High school,White,Female,White,Oppose,disagree,Disapp.,oppose,Support,disagree,Dems. take House,Unfavorable,Don't know,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,North,Less than 50 percent,Landline,1,0.4799,1.2324,1.9703,1.3267
Dem,50 to 64,High school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Bangor Area,85 percent or higher,Landline,1,0.9108,1.3669,1.4305,1.3915
Rep,50 to 64,Bachelors' degree,Asian,Female,White,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown/Non-White,South/Central,85 percent or higher,Landline,1,0.9826,0.9201,0.5315,0.946
Rep,65 and older,High school,White,Female,White,Support,disagree,Approve,support,Support,agree,Reps. keep House,Don't know,Unfavorable,agree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Cell,1,0.8867,1.0763,0.8609,1.096
Dem,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,North,85 percent or higher,Landline,1,0.9095,0.6018,0.3502,0.6227
Rep,35 to 49,High school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,agree,30 to 44,High School Grad. or Less,Other,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,North,Less than 50 percent,Landline,0,0.2046,1.46,6.0012,0.3344
Dem,65 and older,High school,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.9454,1.3815,1.1113,1.4236
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Bangor Area,85 percent or higher,Landline,1,0.9889,0.8806,0.8122,0.9055
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Bangor Area,85 percent or higher,Cell,1,0.9906,0.7151,0.5607,0.7355
Und,65 and older,Some college or trade school,White,Female,White,Support,agree,Don't know,support,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.9965,1.0983,0.9242,1.1285
Rep,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,South/Central,85 percent or higher,Cell,1,0.9519,0.8287,0.4276,0.8535
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Don't know,support,Support,disagree,Don't know,Don't know,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.9652,0.5307,0.312,0.546
Dem,65 and older,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,Bangor Area,85 percent or higher,Landline,1,0.9904,0.6201,0.4274,0.6305
Dem,50 to 64,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Bangor Area,85 percent or higher,Cell,1,0.9948,0.5894,0.4164,0.6065
Dem,65 and older,Bachelors' degree,Hispanic,Female,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Unknown/Non-White,Bangor Area,85 percent or higher,Landline,1,0.9052,0.7042,0.5225,0.729
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Support,disagree,Don't know,Don't know,Don't know,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,South/Central,50 to 85 percent,Cell,1,0.7269,0.8767,0.5792,0.9369
Rep,65 and older,Bachelors' degree,Unknown,Female,Other,Support,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,65 and older,Unknown/Non-White,South/Central,85 percent or higher,Landline,1,0.9966,0.902,0.5269,0.9284
Und,65 and older,High school,White,Female,White,Oppose,agree,Disapp.,support,Support,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Landline,1,0.9828,0.8871,0.5792,0.9075
Dem,65 and older,Some college or trade school,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.9268,1.1507,0.978,1.1881
Rep,50 to 64,Some college or trade school,White,Male,White,Don't know,disagree,Don't know,support,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,South/Central,85 percent or higher,Landline,1,0.9574,0.9483,0.6908,0.9762
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,North,85 percent or higher,Cell,1,0.9943,0.7214,0.468,0.7422
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,South/Central,85 percent or higher,Cell,1,0.9938,0.5695,0.308,0.5858
Rep,65 and older,High school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,South/Central,50 to 85 percent,Landline,0.7778,0.6899,1.4945,1.8042,1.4651
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Don't know,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.9962,0.9977,0.6785,1.0268
Rep,35 to 49,Grade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Bangor Area,85 percent or higher,Cell,1,0.9371,1.3981,1.2106,1.4419
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.9751,0.6746,0.4076,0.6892
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,agree,Approve,support,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,North,85 percent or higher,Landline,0,0.9592,0.59,0.3339,0.5487
Dem,35 to 49,High school,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,agree,Dems. take House,Don't know,Don't know,disagree,30 to 44,High School Grad. or Less,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,South/Central,50 to 85 percent,Landline,1,0.6118,1.3162,1.3565,1.3772
Dem,50 to 64,Some college or trade school,White,Female,White,Support,agree,Approve,support,Support,agree,Reps. keep House,Don't know,Unfavorable,disagree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,North,85 percent or higher,Landline,1,0.9263,0.7741,0.5105,0.7882
Dem,65 and older,High school,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Bangor Area,50 to 85 percent,Landline,1,0.7649,1.4831,1.934,1.5213
Dem,50 to 64,High school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Bangor Area,50 to 85 percent,Landline,1,0.5241,1.277,2.1614,1.4456
Rep,35 to 49,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Auburn/Lewiston,85 percent or higher,Cell,1,0.9844,0.9344,0.5818,0.9562
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,South/Central,85 percent or higher,Landline,1,0.9875,0.5413,0.3033,0.5566
Rep,50 to 64,High school,White,Male,White,Support,disagree,Disapp.,oppose,Oppose,disagree,Don't know,Unfavorable,Favorable,disagree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,South/Central,85 percent or higher,Cell,1,0.9198,1.4091,1.1358,1.4561
Dem,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,South/Central,85 percent or higher,Cell,1,0.9374,0.9741,0.6982,1.0046
Dem,65 and older,High school,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,agree,65 and older,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,North,Less than 50 percent,Landline,1,0.358,1.4663,3.8981,1.644
Und,65 and older,High school,White,Male,White,Don't know,disagree,Disapp.,support,Support,agree,Reps. keep House,Don't know,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,South/Central,85 percent or higher,Cell,0.4444,0.9413,1.0868,0.8458,1.0005
Dem,50 to 64,High school,White,Female,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Favorable,Unfavorable,disagree,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,South/Central,85 percent or higher,Cell,1,0.9487,1.512,1.1192,1.5577
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,45 to 64,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,South/Central,50 to 85 percent,Cell,0.5556,0.5948,0.9622,0.9018,0.87
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,agree,Approve,support,Don't know,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.9886,1.0235,0.9167,1.0485
Rep,18 to 34,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,18 to 29,Some College Educ.,Democratic,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Bangor Area,50 to 85 percent,Cell,0.7778,0.6532,1.6793,2.1716,1.2912
Rep,50 to 64,High school,White,Female,White,Support,disagree,Disapp.,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,North,50 to 85 percent,Cell,0.8889,0.6341,1.3038,1.3736,1.3927
Dem,35 to 49,Some college or trade school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,South/Central,50 to 85 percent,Landline,1,0.7103,1.266,0.9761,1.306
Dem,65 and older,Bachelors' degree,White,Female,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Bangor Area,85 percent or higher,Cell,1,0.9073,0.6201,0.4666,0.6418
Rep,65 and older,High school,White,Female,White,Oppose,disagree,Approve,support,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Auburn/Lewiston,85 percent or higher,Cell,0.6667,0.9572,1.2838,1.1518,1.3006
Dem,65 and older,High school,White,Female,White,Support,agree,Disapp.,support,Don't know,agree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.9871,1.2838,1.1169,1.3201
Rep,18 to 34,High school,White,Female,White,Support,agree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,30 to 44,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,South/Central,Less than 50 percent,Cell,1,0.4955,3.7551,8.2619,4.2968
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,North,85 percent or higher,Landline,1,0.9317,0.59,0.3437,0.6089
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,Don't know,Oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,South/Central,85 percent or higher,Cell,1,0.9185,0.9483,0.72,0.9801
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,agree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Bangor Area,85 percent or higher,Cell,0.8889,0.9801,0.5763,0.3372,0.591
Dem,18 to 34,Some college or trade school,White,Female,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Bangor Area,50 to 85 percent,Cell,1,0.6553,2.2907,2.9033,2.3804
Rep,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Bangor Area,85 percent or higher,Cell,1,0.995,0.7491,0.502,0.7708
Dem,18 to 34,Some college or trade school,White,Female,White,Support,disagree,Approve,oppose,Support,agree,Dems. take House,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Other,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,North,Less than 50 percent,Cell,0,0.265,1.9667,6.5581,0.4774
