response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,18 to 34,Some college or trade school,White,Male,White,Don't know,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Clinton Precinct,50 to 85 percent,Cell,0.8889,0.6305,0.7679,0.7714,0.811
Rep,18 to 34,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Clinton Precinct,Less than 50 percent,Cell,0.3333,0.4742,0.7761,1.1729,0.4805
Und,35 to 49,High school,Unknown,Female,White,Don't know,Don't know,Don't know,Don't know,Don't know,Support,Don't know,Don't know,agree,30 to 44,High School Grad. or Less,Other,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,Unknown,Less-educ. Trump,Less than 50 percent,Cell,0.4444,0.3683,2.1178,4.6702,1.0891
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Kansas City,50 to 85 percent,Cell,1,0.5093,1.0885,1.2603,1.2239
Dem,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Clinton Precinct,50 to 85 percent,Cell,1,0.5918,0.7657,0.8972,0.7943
Rep,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Reps. keep House,Unfavorable,Unfavorable,Support,Support,Support,disagree,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9963,0.784,0.4652,0.7958
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Clinton Precinct,85 percent or higher,Cell,1,0.9964,0.7563,0.4693,0.769
Dem,50 to 64,High school,Asian,Male,Asian,support,Approve,Dems. take House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,Non-White,Kansas City,50 to 85 percent,Cell,1,0.6286,2.5448,2.5359,2.6232
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,50 to 85 percent,Cell,1,0.7596,0.9481,0.6131,0.994
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Well-educ. Trump,85 percent or higher,Cell,1,0.8944,0.8304,0.5863,0.8504
Und,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Disapp.,Don't know,Don't know,Unfavorable,Oppose,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Other,Male,Not at all likely,[DO NOT READ] Refused,"White, 4-Year College Grads",White,65 and older,White,Well-educ. Trump,Less than 50 percent,Cell,0.1111,0.4022,0.8426,1.3646,0.2612
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Support,Oppose,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Clinton Precinct,50 to 85 percent,Cell,0.8889,0.6685,0.7614,0.7861,0.7977
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Less-educ. Trump,50 to 85 percent,Cell,1,0.7261,0.7216,0.564,0.734
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9945,1.1275,0.6833,1.1434
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Well-educ. Trump,85 percent or higher,Cell,1,0.8503,0.8304,0.6167,0.8561
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Don't know,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,85 percent or higher,Landline,1,0.9719,1.1259,0.6764,1.1439
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9824,0.8133,0.5083,0.8261
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Don't know,Support,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Clinton Precinct,85 percent or higher,Cell,1,0.9364,1.0054,0.7124,1.0244
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9985,1.0646,0.6016,1.0831
Rep,50 to 64,High school,White,Male,White,Don't know,Approve,Reps. keep House,Don't know,Unfavorable,Don't know,Support,Support,agree,45 to 64,High School Grad. or Less,Democratic,Male,Not very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Less-educ. Trump,Less than 50 percent,Landline,0.3333,0.2843,2.0881,5.7516,0.9183
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Clinton Precinct,85 percent or higher,Cell,1,0.9567,0.8211,0.4948,0.835
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Clinton Precinct,85 percent or higher,Landline,1,0.9217,0.7161,0.5507,0.7308
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Well-educ. Trump,85 percent or higher,Cell,1,0.861,0.8304,0.6091,0.8546
Dem,[DO NOT READ] Refused,Bachelors' degree,Hispanic,Female,White,Don't know,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Don't know,Oppose,Don't know,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Non-White,Clinton Precinct,85 percent or higher,Landline,1,0.9837,1.1034,0.7414,1.1208
Dem,18 to 34,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Unknown,Clinton Precinct,50 to 85 percent,Cell,1,0.7111,0.7772,0.6403,0.8234
Rep,35 to 49,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Less-educ. Trump,85 percent or higher,Cell,0.8889,0.9907,0.7228,0.4563,0.7304
Dem,18 to 34,Some college or trade school,White,Female,Other,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Don't know,Don't know,Oppose,disagree,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,White,Clinton Precinct,50 to 85 percent,Cell,0.4444,0.6651,0.7657,0.7983,0.6633
Dem,65 and older,Bachelors' degree,Unknown,Male,White,Don't know,Disapp.,Don't know,Favorable,Unfavorable,Support,Oppose,Oppose,agree,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,Unknown,Well-educ. Trump,Less than 50 percent,Landline,1,0.4975,1.1467,1.3732,1.2139
Rep,65 and older,Some college or trade school,Unknown,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,Clinton Precinct,85 percent or higher,Landline,1,0.9935,0.772,0.4911,0.7846
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,oppose,Don't know,Dems. take House,Don't know,Unfavorable,Support,Oppose,Don't know,agree,18 to 29,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Well-educ. Trump,Less than 50 percent,Cell,0.5556,0.4427,0.8148,1.2225,0.7176
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Favorable,Support,Oppose,Oppose,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Less-educ. Trump,85 percent or higher,Cell,1,0.9959,0.7213,0.4041,0.7333
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,85 percent or higher,Cell,1,0.9919,1.1259,0.6628,1.144
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,85 percent or higher,Cell,1,0.8974,0.8445,0.51,0.8494
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,85 percent or higher,Cell,1,0.9616,0.8141,0.532,0.8203
Rep,35 to 49,Some college or trade school,White,Male,White,oppose,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,30 to 44,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Kansas City,Less than 50 percent,Cell,1,0.375,0.8046,1.4197,0.8851
Und,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Don't know,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,85 percent or higher,Cell,1,0.9646,0.8164,0.4858,0.8298
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Kansas City,85 percent or higher,Cell,1,0.9364,0.7229,0.489,0.7366
Dem,65 and older,Graduate or Professional Degree,Other,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,Non-White,Clinton Precinct,85 percent or higher,Cell,1,0.9904,0.83,0.5162,0.8404
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Well-educ. Trump,50 to 85 percent,Cell,1,0.5708,0.9212,0.8596,0.9594
Rep,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Reps. keep House,Don't know,Favorable,Don't know,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Other,Female,Very likely,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,White,Clinton Precinct,Less than 50 percent,Cell,1,0.3001,1.0449,2.5957,1.1894
Dem,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Favorable,Unfavorable,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Somewhat likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,Less than 50 percent,Cell,0.7778,0.1623,1.2386,4.4232,1.0064
Rep,35 to 49,High school,Unknown,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Don't know,Don't know,Support,agree,30 to 44,High School Grad. or Less,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,Unknown,Less-educ. Trump,50 to 85 percent,Cell,0.8889,0.6961,2.1403,1.9624,2.1313
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Less-educ. Trump,85 percent or higher,Cell,1,0.9823,0.6701,0.451,0.6806
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Don't know,Disapp.,Reps. keep House,Don't know,Don't know,Don't know,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",White,18 to 34,White,Clinton Precinct,Less than 50 percent,Cell,0.6667,0.3777,0.7577,1.6161,0.5702
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Don't know,Don't know,Support,agree,30 to 44,Postgraduate Degree,Other,Female,Somewhat likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Clinton Precinct,50 to 85 percent,Cell,0.6667,0.5928,0.865,0.91,0.6916
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,50 to 85 percent,Cell,1,0.571,1.1754,1.2019,1.2937
Dem,35 to 49,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Less-educ. Trump,85 percent or higher,Landline,1,0.9958,0.7008,0.4258,0.7124
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Oppose,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Clinton Precinct,85 percent or higher,Cell,1,0.9865,0.8339,0.5196,0.8471
Dem,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Oppose,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Less-educ. Trump,Less than 50 percent,Cell,0.7778,0.2254,0.6857,2.1199,0.714
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Don't know,Support,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Clinton Precinct,85 percent or higher,Landline,1,0.9916,0.8339,0.517,0.8447
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,30 to 44,4-year College Grad.,Other,Female,Not very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown,Less-educ. Trump,Less than 50 percent,Cell,0.2222,0.1777,1.032,3.741,0.3785
Dem,18 to 34,Bachelors' degree,White,Male,White,Don't know,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Support,disagree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Well-educ. Trump,50 to 85 percent,Cell,1,0.5402,1.1324,1.1086,1.2592
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Don't know,Reps. keep House,Unfavorable,Favorable,Support,Oppose,Don't know,agree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Clinton Precinct,85 percent or higher,Cell,0.7778,0.9141,1.0877,0.75,1.0932
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown,Less-educ. Trump,Less than 50 percent,Cell,1,0.4612,1.0519,1.4042,1.2058
Rep,18 to 34,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,18 to 29,Some College Educ.,Republican,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Well-educ. Trump,Less than 50 percent,Cell,0.6667,0.1856,0.8069,2.9921,0.5928
Rep,18 to 34,Graduate or Professional Degree,Unknown,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,18 to 29,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,Unknown,Less-educ. Trump,85 percent or higher,Cell,1,0.9517,0.6559,0.4298,0.6673
Dem,50 to 64,Some college or trade school,White,Female,White,support,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Clinton Precinct,85 percent or higher,Cell,0.8889,0.8935,0.8469,0.565,0.8599
Dem,35 to 49,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Less-educ. Trump,Less than 50 percent,Cell,0.8889,0.1377,0.7531,3.347,1.0556
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Less-educ. Trump,85 percent or higher,Landline,1,0.9276,0.6701,0.4776,0.6834
Rep,18 to 34,High school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Oppose,Support,agree,18 to 29,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Less-educ. Trump,Less than 50 percent,Cell,0.6667,0.27,1.8707,5.9605,2.0305
Und,35 to 49,Graduate or Professional Degree,Unknown,Male,Black,support,Don't know,Dems. take House,Don't know,Don't know,Support,Support,Oppose,agree,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,Unknown,Well-educ. Trump,50 to 85 percent,Cell,1,0.7001,0.9323,0.6562,0.9513
Rep,65 and older,Some college or trade school,White,Male,White,support,Don't know,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Support,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Less-educ. Trump,85 percent or higher,Cell,1,0.9834,0.672,0.4126,0.6826
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Less-educ. Trump,85 percent or higher,Cell,1,0.9862,0.6701,0.4493,0.6807
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9875,1.0844,0.6032,1.097
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,85 percent or higher,Cell,1,0.949,1.1467,0.6248,1.167
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Well-educ. Trump,50 to 85 percent,Cell,0.8889,0.8283,0.9536,0.5681,0.9744
Dem,35 to 49,Bachelors' degree,White,Female,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,Less-educ. Trump,Less than 50 percent,Cell,1,0.3721,0.9232,1.7977,1.1055
Dem,50 to 64,Graduate or Professional Degree,Other,Female,Other,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Non-White,Well-educ. Trump,85 percent or higher,Cell,1,0.9105,0.9758,0.5897,0.9973
Rep,35 to 49,Some college or trade school,Hispanic,Female,Other,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Support,Support,agree,30 to 44,Some College Educ.,Other,Female,Almost certain,Republican,Nonwhite,Nonwhite,35 to 49,Non-White,Well-educ. Trump,Less than 50 percent,Cell,1,0.3562,0.985,1.9254,1.1904
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,30 to 44,Some College Educ.,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Kansas City,85 percent or higher,Cell,1,0.9553,0.7865,0.4527,0.774
Rep,35 to 49,Bachelors' degree,White,Male,Hispanic,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,35 to 49,White,Less-educ. Trump,50 to 85 percent,Cell,1,0.5376,1.0247,1.0386,1.1405
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Don't know,Support,Don't know,agree,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Less-educ. Trump,Less than 50 percent,Cell,1,0.3617,0.7796,1.3309,0.8621
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Support,Support,agree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Clinton Precinct,85 percent or higher,Cell,1,0.9522,1.1046,0.709,1.1238
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Don't know,Approve,Don't know,Favorable,Unfavorable,Oppose,Support,Oppose,disagree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9541,0.8458,0.5451,0.8603
Und,65 and older,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Unfavorable,Don't know,Support,Support,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Less-educ. Trump,85 percent or higher,Cell,1,0.9509,0.6701,0.4659,0.6818
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Don't know,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9295,1.1888,0.6953,1.2122
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Don't know,Support,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Kansas City,50 to 85 percent,Cell,1,0.8458,0.7753,0.5187,0.79990000000000006
Dem,35 to 49,Bachelors' degree,Black,Male,Black,oppose,Disapp.,Dems. take House,Favorable,Favorable,Support,Support,Oppose,agree,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,Non-White,Well-educ. Trump,Less than 50 percent,Cell,1,0.3979,1.3336,2.0247,1.4546
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Unfavorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Less-educ. Trump,85 percent or higher,Cell,0.8889,0.9073,0.8774,0.5656,0.8734
Und,35 to 49,Graduate or Professional Degree,White,Male,Hispanic,Don't know,Don't know,Don't know,Don't know,Don't know,Oppose,Support,Support,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Less-educ. Trump,Less than 50 percent,Cell,1,0.4711,0.7488,1.0548,0.8548
Dem,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Support,agree,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Less-educ. Trump,Less than 50 percent,Cell,1,0.4015,0.6857,1.1898,0.8083
