response,ager,educ,file_race,gender,race_eth,approve,COAL,CRIMES,genballot,hdem_fav,hrep_fav,NFLA,NFLRIGHT,OPIOID,REVERSERACIS,STRANGER,SWAMP,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedb,file_race_unkother,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,65 and older,High school,White,Male,White,Approve,support,Don't know,Dems. take House,Don't know,Don't know,oppose,oppose,Don't know,agree,agree,disagree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Greenbrier/East,65 and older,White,85 percent or higher,Landline,1,0.9183,2.1241,1.1261,2.16
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,oppose,agree,Dems. take House,Favorable,Don't know,oppose,oppose,yes,disagree,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Huntington/West,65 and older,White,85 percent or higher,Landline,1,0.9522,0.5617,0.2435,0.5692
Rep,65 and older,Grade school,White,Male,White,Approve,support,Don't know,Reps. keep House,Don't know,Don't know,oppose,oppose,yes,agree,agree,agree,65 and older,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Huntington/West,65 and older,White,85 percent or higher,Landline,1,0.9228,1.3518,0.65,1.3542
Und,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,agree,Dems. take House,Don't know,Don't know,Don't know,Don't know,yes,agree,agree,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Coal Country,50 to 64,White,85 percent or higher,Landline,1,0.9672,0.5127,0.2292,0.519
Rep,65 and older,High school,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,no,agree,agree,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Mr. Ojeda's District,65 and older,White,85 percent or higher,Landline,1,0.8573,1.7007,1.1349,1.7444
Dem,50 to 64,High school,White,Female,White,Approve,support,disagree,Dems. take House,Favorable,Unfavorable,oppose,oppose,no,agree,disagree,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Mr. Ojeda's District,50 to 64,White,85 percent or higher,Landline,1,0.9163,1.3549,0.7723,1.3781
Rep,65 and older,Graduate or Professional Degree,White,Female,Other,Don't know,support,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,no,agree,agree,agree,65 and older,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,Coal Country,65 and older,White,85 percent or higher,Landline,0.6667,0.9683,0.5765,0.2427,0.5693
Dem,18 to 34,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Favorable,Unfavorable,oppose,oppose,no,agree,agree,agree,30 to 44,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Greenbrier/East,18 to 34,White,50 to 85 percent,Cell,1,0.519,0.9792,1.0298,1.027
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,support,disagree,Don't know,Don't know,Don't know,oppose,oppose,yes,disagree,disagree,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Coal Country,50 to 64,White,Less than 50 percent,Landline,1,0.2646,0.4981,0.8104,0.64
Dem,65 and older,High school,White,Male,White,Approve,support,disagree,Reps. keep House,Favorable,Favorable,oppose,support,no,agree,disagree,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Coal Country,65 and older,White,85 percent or higher,Cell,1,0.9606,1.9638,0.9098,1.9885
Dem,50 to 64,High school,White,Female,White,Disapp.,oppose,agree,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,disagree,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Coal Country,50 to 64,White,85 percent or higher,Cell,1,0.9177,1.6186,0.7501,1.6214
Rep,18 to 34,Some college or trade school,Black,Female,Black,Disapp.,support,agree,Dems. take House,Unfavorable,Favorable,support,support,no,disagree,agree,agree,18 to 29,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,Nonwhite,Huntington/West,18 to 34,Unknown/Non-White,Less than 50 percent,Cell,0.6667,0.2332,1.6028,6.8465,1.1735
Rep,50 to 64,High school,White,Male,White,Approve,support,disagree,Reps. keep House,Favorable,Don't know,oppose,oppose,yes,agree,disagree,agree,18 to 29,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Coal Country,18 to 34,White,Less than 50 percent,Cell,1,0.2247,1.8612,6.7711,2.4825
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,support,yes,agree,agree,disagree,45 to 64,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,Huntington/West,50 to 64,White,50 to 85 percent,Cell,0.6667,0.8115,0.5861,0.2843,0.5086
Rep,65 and older,High school,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,yes,agree,agree,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Coal Country,65 and older,White,85 percent or higher,Cell,1,0.9797,1.9638,0.8924,1.9867
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Don't know,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Huntington/West,50 to 64,White,50 to 85 percent,Cell,1,0.8473,0.7711,0.2749,0.7922
Dem,50 to 64,Some college or trade school,White,Female,White,Approve,support,disagree,Reps. keep House,Favorable,Don't know,oppose,oppose,no,agree,disagree,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Coal Country,50 to 64,White,85 percent or higher,Cell,1,0.9799,0.7509,0.3456,0.7597
Dem,35 to 49,High school,White,Female,White,Don't know,support,agree,Don't know,Favorable,Don't know,oppose,oppose,yes,Don't know,disagree,agree,30 to 44,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Coal Country,35 to 49,White,Less than 50 percent,Cell,1,0.1924,2.4691,9.98,3.4153
Und,18 to 34,Bachelors' degree,White,Male,White,Disapp.,oppose,agree,Dems. take House,Don't know,Don't know,support,support,yes,disagree,disagree,disagree,18 to 29,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,Huntington/West,18 to 34,White,Less than 50 percent,Cell,0.8889,0.1163,0.6513,2.4507,0.8042
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,oppose,agree,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Huntington/West,18 to 34,White,Less than 50 percent,Cell,1,0.4604,0.9538,1.2692,1.0894
Rep,65 and older,Some college or trade school,White,Female,White,Approve,support,agree,Reps. keep House,Unfavorable,Don't know,oppose,oppose,no,agree,agree,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Mr. Ojeda's District,65 and older,White,Less than 50 percent,Cell,1,0.3692,0.6995,1.7378,0.8357
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,support,Don't know,Dems. take House,Don't know,Favorable,support,support,no,disagree,disagree,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Huntington/West,65 and older,White,85 percent or higher,Cell,1,0.9766,0.9502,0.506,0.9614
Dem,50 to 64,High school,White,Female,White,Approve,support,agree,Dems. take House,Don't know,Don't know,support,support,yes,agree,agree,disagree,45 to 64,High School Grad. or Less,Republican,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,Coal Country,50 to 64,White,Less than 50 percent,Cell,0,0.2574,1.5606,3.6899,0.6275
Und,65 and older,Bachelors' degree,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,no,Don't know,disagree,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Coal Country,65 and older,White,85 percent or higher,Cell,1,0.9872,0.791,0.2622,0.8003
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,support,disagree,Reps. keep House,Favorable,Unfavorable,oppose,oppose,yes,agree,disagree,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Huntington/West,35 to 49,White,85 percent or higher,Cell,1,0.986,0.5258,0.2385,0.5319
Rep,65 and older,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,disagree,disagree,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Coal Country,65 and older,White,85 percent or higher,Cell,1,0.9494,0.911,0.4487,0.9135
Dem,35 to 49,Some college or trade school,White,Female,White,Approve,support,disagree,Reps. keep House,Favorable,Unfavorable,oppose,Don't know,no,agree,agree,agree,30 to 44,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Mr. Ojeda's District,35 to 49,White,85 percent or higher,Cell,1,0.9066,0.8569,0.6545,0.8584
Und,35 to 49,Bachelors' degree,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Don't know,oppose,support,yes,disagree,disagree,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Mr. Ojeda's District,35 to 49,White,85 percent or higher,Cell,1,0.9656,0.4911,0.2241,0.4971
Rep,50 to 64,Bachelors' degree,White,Female,White,Don't know,support,Don't know,Don't know,Don't know,Favorable,Don't know,support,yes,disagree,disagree,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Huntington/West,50 to 64,White,85 percent or higher,Cell,1,0.9398,0.4881,0.1572,0.4951
Dem,65 and older,High school,White,Female,White,Disapp.,support,agree,Dems. take House,Favorable,Don't know,oppose,oppose,no,disagree,disagree,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Mr. Ojeda's District,65 and older,White,85 percent or higher,Landline,1,0.9452,1.9736,1.2826,2.0011
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,support,Don't know,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,disagree,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Huntington/West,35 to 49,White,85 percent or higher,Cell,1,0.9391,0.6432,0.2414,0.6525
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,oppose,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Greenbrier/East,65 and older,White,85 percent or higher,Cell,1,0.9422,0.6728,0.3455,0.6824
Und,50 to 64,High school,White,Female,White,Disapp.,support,agree,Dems. take House,Don't know,Don't know,oppose,oppose,yes,agree,disagree,disagree,45 to 64,High School Grad. or Less,Republican,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,Huntington/West,50 to 64,White,Less than 50 percent,Cell,0,0.438,1.3558,1.8731,0.3891
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,support,Don't know,Dems. take House,Favorable,Don't know,oppose,support,no,disagree,disagree,disagree,18 to 29,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,Greenbrier/East,18 to 34,White,Less than 50 percent,Cell,1,0.2083,0.7209,2.5579,0.8691
Und,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Disapp.,support,agree,Reps. keep House,Favorable,Favorable,support,support,no,agree,agree,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,Huntington/West,35 to 49,White,85 percent or higher,Cell,1,0.986,0.4687,0.2102,0.4742
Dem,18 to 34,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Favorable,Don't know,oppose,support,yes,agree,agree,agree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Coal Country,18 to 34,White,85 percent or higher,Cell,1,0.9074,0.8749,0.3849,0.8909
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,no,agree,disagree,agree,30 to 44,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",White,Greenbrier/East,35 to 49,White,Less than 50 percent,Cell,0.8889,0.3249,0.633,1.0939,0.6712
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,support,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Huntington/West,50 to 64,White,85 percent or higher,Cell,1,0.9827,0.6305,0.2766,0.6379
Und,50 to 64,Bachelors' degree,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Don't know,oppose,oppose,no,disagree,disagree,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Coal Country,50 to 64,White,50 to 85 percent,Cell,1,0.7879,0.7393,0.2551,0.7676
Rep,50 to 64,High school,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Unfavorable,oppose,Don't know,no,agree,agree,disagree,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Coal Country,50 to 64,White,Less than 50 percent,Cell,1,0.2257,1.5606,4.2063,1.8554
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,yes,agree,agree,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Coal Country,50 to 64,White,85 percent or higher,Cell,1,0.8611,0.3825,0.15310000000000001,0.3921
Rep,50 to 64,High school,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,no,agree,agree,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,Huntington/West,50 to 64,White,Less than 50 percent,Cell,1,0.4517,1.5733,2.2632,1.4431
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,support,Don't know,Reps. keep House,Don't know,Don't know,oppose,oppose,no,agree,agree,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Greenbrier/East,50 to 64,White,85 percent or higher,Cell,1,0.9598,0.4011,0.1284,0.4061
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Disapp.,oppose,agree,Dems. take House,Favorable,Unfavorable,oppose,oppose,yes,disagree,agree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Coal Country,65 and older,White,85 percent or higher,Cell,1,0.9586,0.6466,0.2784,0.6549
Rep,50 to 64,Bachelors' degree,White,Female,Other,Approve,support,disagree,Reps. keep House,Unfavorable,Don't know,oppose,oppose,yes,disagree,disagree,agree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,Coal Country,50 to 64,White,85 percent or higher,Cell,1,0.9702,0.652,0.2132,0.6549
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,oppose,agree,Dems. take House,Favorable,Don't know,support,support,no,disagree,agree,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Coal Country,65 and older,Unknown/Non-White,85 percent or higher,Cell,1,0.9714,0.9434,0.4345,0.9547
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,yes,agree,disagree,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Huntington/West,50 to 64,White,85 percent or higher,Cell,1,0.8825,0.5621,0.2688,0.5744
Dem,65 and older,Some college or trade school,White,Female,White,Approve,support,agree,Reps. keep House,Favorable,Don't know,oppose,support,yes,disagree,agree,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Coal Country,65 and older,White,85 percent or higher,Cell,1,0.9452,0.7469,0.3905,0.7573
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,support,Don't know,Reps. keep House,Unfavorable,Favorable,oppose,oppose,yes,agree,agree,agree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Coal Country,18 to 34,White,50 to 85 percent,Cell,1,0.595,1.3359,0.8772,1.4536
Rep,35 to 49,High school,White,Male,Hispanic,Approve,support,Don't know,Reps. keep House,Favorable,Favorable,support,support,no,disagree,disagree,agree,65 and older,High School Grad. or Less,Democratic,Female,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,Huntington/West,65 and older,White,85 percent or higher,Cell,0.3333,0.991,2.0482,1.0257,1.9953
Und,35 to 49,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Don't know,support,Don't know,Don't know,Don't know,Don't know,oppose,oppose,no,agree,disagree,Don't know,30 to 44,Some College Educ.,Other,Female,Not at all likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Coal Country,18 to 34,White,50 to 85 percent,Cell,0,0.6673,1.0869,0.917,0.4166
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Unfavorable,Don't know,oppose,support,yes,agree,agree,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,Greenbrier/East,50 to 64,White,85 percent or higher,Cell,1,0.9563,0.5237,0.1694,0.5253
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Greenbrier/East,50 to 64,White,85 percent or higher,Cell,1,0.9321,0.4281,0.1788,0.4346
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,[DO NOT READ] Don't know/Refused,Republican,"White, No 4-Year College Degree",White,Huntington/West,50 to 64,White,85 percent or higher,Cell,1,0.9811,0.5433,0.2259,0.5363
Dem,50 to 64,Graduate or Professional Degree,White,Male,Asian,Disapp.,oppose,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,Huntington/West,35 to 49,White,Less than 50 percent,Cell,1,0.3562,0.4156,0.7537,0.5002
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,oppose,support,yes,agree,agree,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Mr. Ojeda's District,35 to 49,White,85 percent or higher,Cell,1,0.9539,0.6197,0.281,0.6279
Rep,35 to 49,Some college or trade school,White,Male,White,Don't know,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,no,disagree,disagree,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Greenbrier/East,35 to 49,White,Less than 50 percent,Cell,0,0.3937,0.7046,1.4078,0.4966
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,oppose,agree,Dems. take House,Favorable,Unfavorable,support,support,yes,agree,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Huntington/West,65 and older,White,85 percent or higher,Cell,1,0.9853,0.5812,0.2548,0.5879
Dem,50 to 64,High school,White,Female,White,Approve,support,agree,Dems. take House,Don't know,Favorable,oppose,oppose,yes,agree,agree,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Huntington/West,50 to 64,White,85 percent or higher,Cell,1,0.9076,1.4061,0.6544,1.4318
Rep,50 to 64,Some college or trade school,White,Male,Other,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,yes,agree,agree,agree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,Coal Country,50 to 64,White,85 percent or higher,Cell,1,0.9586,0.7258,0.3262,0.7282
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,agree,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Greenbrier/East,50 to 64,White,85 percent or higher,Cell,0.7778,0.9636,0.5829,0.2522,0.5785
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,oppose,support,no,Don't know,disagree,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,Coal Country,50 to 64,White,85 percent or higher,Cell,1,0.9866,0.5431,0.16,0.5471
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,disagree,disagree,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Huntington/West,65 and older,White,85 percent or higher,Cell,1,0.9883,0.6872,0.2278,0.6953
Und,35 to 49,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,yes,agree,agree,agree,30 to 44,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Greenbrier/East,35 to 49,White,85 percent or higher,Cell,1,0.9229,0.6297,0.3564,0.6308
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,agree,Dems. take House,Favorable,Unfavorable,support,support,yes,agree,agree,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Huntington/West,65 and older,White,85 percent or higher,Cell,1,0.9798,0.9502,0.5044,0.9613
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,support,agree,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,agree,disagree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Mr. Ojeda's District,35 to 49,White,85 percent or higher,Cell,1,0.92490000000000006,0.7441,0.3854,0.7454
Dem,50 to 64,Some college or trade school,White,Female,White,Approve,support,disagree,Reps. keep House,Favorable,Don't know,oppose,support,no,agree,agree,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Huntington/West,50 to 64,White,50 to 85 percent,Cell,0,0.808,0.8881,0.4751,0.7467
Rep,65 and older,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,no,agree,disagree,agree,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Coal Country,65 and older,White,Less than 50 percent,Landline,0.7778,0.2893,0.8077,1.9804,0.8162
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,support,agree,Reps. keep House,Don't know,Don't know,support,support,no,agree,agree,agree,45 to 64,Some College Educ.,Democratic,Male,Not very likely,Democrat,"White, No 4-Year College Degree",White,Coal Country,50 to 64,White,50 to 85 percent,Cell,1,0.5467,0.9881,0.7402,0.8035
Dem,35 to 49,Some college or trade school,White,Female,White,Approve,support,agree,Don't know,Favorable,Don't know,support,support,yes,agree,agree,agree,30 to 44,Some College Educ.,Republican,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,Coal Country,35 to 49,White,85 percent or higher,Cell,0.6667,0.8842,0.8822,0.5265,0.7957
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,oppose,disagree,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,disagree,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Huntington/West,35 to 49,White,85 percent or higher,Cell,1,0.976,0.3714,0.1721,0.3758
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,oppose,agree,Dems. take House,Favorable,Don't know,support,support,yes,disagree,agree,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Coal Country,50 to 64,White,85 percent or higher,Cell,1,0.9379,0.4303,0.1365,0.4366
Rep,35 to 49,Some college or trade school,White,Male,White,Don't know,support,agree,Reps. keep House,Don't know,Don't know,oppose,support,yes,disagree,agree,disagree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Coal Country,35 to 49,White,Less than 50 percent,Cell,0.7778,0.4183,0.9541,1.7539,1.0261
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Don't know,oppose,support,no,disagree,disagree,disagree,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,Coal Country,35 to 49,White,85 percent or higher,Cell,1,0.9567,0.4275,0.2006,0.4289
Und,50 to 64,Some college or trade school,White,Male,Other,Disapp.,Don't know,agree,Don't know,Favorable,Don't know,Don't know,Don't know,no,disagree,disagree,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,[DO NOT READ] Refused,Nonwhite,Nonwhite,Huntington/West,35 to 49,White,85 percent or higher,Cell,1,0.9698,0.5869,0.309,0.594
Rep,65 and older,High school,White,Female,Other,Approve,support,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,yes,agree,disagree,agree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,Coal Country,65 and older,White,50 to 85 percent,Landline,1,0.8391,3.2098,1.8743,3.2218
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,agree,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Huntington/West,35 to 49,White,85 percent or higher,Cell,1,0.9738,0.6432,0.2335,0.6508
Dem,35 to 49,Some college or trade school,White,Female,White,Approve,support,disagree,Dems. take House,Favorable,Don't know,oppose,oppose,yes,agree,agree,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Greenbrier/East,35 to 49,White,50 to 85 percent,Cell,1,0.8194,1.299,0.8913,1.3409
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,no,agree,disagree,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Huntington/West,65 and older,White,85 percent or higher,Cell,1,0.9769,0.4841,0.1945,0.4897
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Don't know,oppose,oppose,no,agree,agree,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Coal Country,35 to 49,White,85 percent or higher,Cell,1,0.87,0.5215,0.2508,0.5339
