response,ager,educ,file_race,gender,race_eth,approve,ASSAULTW,ENGLISH,genballot,hdem_fav,hrep_fav,LIFECHANGE,OPIOID,REVERSERACIS,STRANGER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9398,0.9273,0.5299,0.9668
Rep,65 and older,Some college or trade school,White,Female,White,Approve,support,agree,Reps. keep House,Unfavorable,Favorable,disagree,no,agree,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9881,1.3048,0.8022,1.3568
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,agree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.8309,0.647,0.4345,0.6851
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,oppose,disagree,Reps. keep House,Favorable,Favorable,agree,no,disagree,disagree,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,White,Less-educ. Clinton,50 to 85 percent,Cell,0.7778,0.7536,1.2463,0.951,1.2375
Rep,65 and older,High school,Unknown,Female,White,Disapp.,support,agree,Don't know,Don't know,Favorable,agree,no,Don't know,agree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Unknown,Well-educ. Clinton,85 percent or higher,Landline,0.7778,0.929,1.7442,1.1053,1.7637
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,White,Less educ. Trump,85 percent or higher,Cell,1,0.9785,1.3604,0.6842,1.4062
Dem,35 to 49,Bachelors' degree,White,Male,White,Approve,support,disagree,Reps. keep House,Favorable,Unfavorable,agree,no,disagree,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.8984,0.9391,0.6849,0.984
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,agree,yes,disagree,disagree,45 to 64,4-year College Grad.,Other,Female,Not at all likely,Republican,"White, 4-Year College Grads",White,White,Less-educ. Clinton,Less than 50 percent,Cell,0.4444,0.4095,1.2506,1.8293,0.5495
Dem,18 to 34,Some college or trade school,Other,Female,Asian,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,agree,18 to 29,Some College Educ.,Democratic,Female,Not very likely,Democrat,Nonwhite,Nonwhite,Non-White,Well-educ. Clinton,50 to 85 percent,Cell,0.3333,0.64,0.8165,0.7848,0.4844
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,agree,no,Don't know,agree,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9737,1.3321,0.6779,1.376
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,no,disagree,disagree,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,White,Less-educ. Clinton,50 to 85 percent,Cell,1,0.5694,0.5165,0.5259,0.5508
Dem,65 and older,High school,Unknown,Male,White,Don't know,support,agree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,65 and older,High School Grad. or Less,Democratic,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,Unknown,Well-educ. Clinton,85 percent or higher,Landline,0.8889,0.9864,1.2322,0.7766,1.2575
Dem,35 to 49,Some college or trade school,Unknown,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Unknown,Well-educ. Trump,50 to 85 percent,Cell,1,0.5031,1.2432,1.6016,1.4344
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,Asian,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,30 to 44,[DO NOT READ] Don't know/Refused,Democratic,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Non-White,Less-educ. Clinton,50 to 85 percent,Cell,0.4444,0.6024,1.1194,1.2067,1.0659
Rep,65 and older,Bachelors' degree,Unknown,Female,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,agree,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,Unknown,Well-educ. Clinton,85 percent or higher,Landline,1,0.9626,1.0601,0.4834,1.0936
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,no,agree,agree,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,White,Less-educ. Clinton,Less than 50 percent,Landline,1,0.4841,1.2506,1.5474,1.3599
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9846,1.2404,0.7921,1.2898
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Unknown,Less-educ. Clinton,85 percent or higher,Landline,1,0.973,0.4089,0.1946,0.4252
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Unfavorable,agree,no,agree,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9867,1.0519,0.6504,1.0938
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,no,agree,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,White,Well-educ. Clinton,50 to 85 percent,Landline,0.8889,0.6253,1.2233,1.1009,1.324
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Favorable,Favorable,agree,no,agree,disagree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Landline,0.8889,0.9769,0.9489,0.6044,0.9837
Rep,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Don't know,support,disagree,Reps. keep House,Unfavorable,Unfavorable,agree,no,agree,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,Non-White,Well-educ. Trump,50 to 85 percent,Cell,1,0.775,2.0619,1.4693,2.2059
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,disagree,yes,agree,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Cell,1,0.8871,1.2404,0.879,1.3019
Dem,18 to 34,[DO NOT READ] Refused,White,Male,Black,Don't know,oppose,disagree,Don't know,Unfavorable,Unfavorable,agree,no,disagree,agree,18 to 29,[DO NOT READ] Don't know/Refused,Other,Male,Somewhat likely,or as a member of another political party,Nonwhite,Nonwhite,White,Well-educ. Clinton,Less than 50 percent,Landline,0,0.3164,0.6745,1.5328,0.2909
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Don't know,support,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,Unknown,Well-educ. Clinton,85 percent or higher,Cell,0.8889,0.8798,0.8371,0.5141,0.8516
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9677,0.5047,0.2874,0.525
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,Don't know,disagree,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9145,0.7727,0.4136,0.7955
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Unfavorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9743,0.6165,0.3623,0.6412
Dem,18 to 34,Some college or trade school,White,Female,Hispanic,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,disagree,18 to 29,Some College Educ.,Democratic,Female,Very likely,or as a member of another political party,Nonwhite,Nonwhite,White,Less-educ. Clinton,50 to 85 percent,Cell,0.8889,0.6176,0.5204,0.5387,0.5337
Und,50 to 64,Bachelors' degree,White,Female,White,Disapp.,oppose,agree,Don't know,Don't know,Don't know,disagree,no,disagree,disagree,45 to 64,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,White,Less-educ. Clinton,Less than 50 percent,Cell,0.4444,0.3315,1.2506,2.2596,0.8051
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,support,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9315,1.295,0.7659,1.3336
Rep,18 to 34,Bachelors' degree,White,Female,White,Don't know,support,disagree,Reps. keep House,Unfavorable,Unfavorable,agree,no,disagree,disagree,18 to 29,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Trump,Less than 50 percent,Cell,1,0.4933,0.5377,0.7446,0.5834
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Approve,support,disagree,Dems. take House,Favorable,Don't know,agree,no,agree,agree,18 to 29,Postgraduate Degree,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",White,White,Less-educ. Clinton,Less than 50 percent,Cell,0.5556,0.3836,0.364,0.6538,0.2599
Dem,[DO NOT READ] Refused,Some college or trade school,Unknown,Female,Asian,Disapp.,support,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,no,disagree,agree,18 to 29,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,Nonwhite,Unknown,Less-educ. Clinton,50 to 85 percent,Cell,0.6667,0.6132,0.4141,0.3826,0.3413
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9778,1.082,0.6071,1.1252
Dem,65 and older,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,Non-White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9849,0.9408,0.5203,0.9783
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,agree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9215,0.8549,0.5552,0.8932
Und,65 and older,Bachelors' degree,White,Female,White,Approve,support,agree,Reps. keep House,Don't know,Unfavorable,disagree,no,agree,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9627,1.0633,0.5692,1.1065
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Less educ. Trump,85 percent or higher,Cell,1,0.9817,1.2077,0.5976,1.2558
Und,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,no,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9885,0.6436,0.3267,0.6667
Rep,18 to 34,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,agree,yes,disagree,agree,18 to 29,Some College Educ.,Other,Female,Very likely,or as a member of another political party,"White, No 4-Year College Degree",White,White,Less-educ. Clinton,Less than 50 percent,Cell,0.7778,0.3072,0.5343,1.3419,0.5519
Dem,35 to 49,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,yes,disagree,agree,45 to 64,Postgraduate Degree,Other,Female,Somewhat likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,White,Well-educ. Trump,50 to 85 percent,Cell,0.7778,0.5917,1.0907,1.0543,0.9408
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,support,Don't know,Dems. take House,Favorable,Unfavorable,agree,no,agree,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9886,0.8549,0.5176,0.889
Und,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Disapp.,support,Don't know,Don't know,Don't know,Don't know,agree,no,disagree,agree,45 to 64,Postgraduate Degree,Other,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,Unknown,Less-educ. Clinton,Less than 50 percent,Cell,0.8889,0.0832,0.6618,2.4904,0.6433
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Reps. keep House,Favorable,Unfavorable,disagree,no,agree,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9444,1.2628,0.7962,1.3161
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9797,0.7644,0.4522,0.7903
Und,18 to 34,Bachelors' degree,White,Male,White,Don't know,oppose,disagree,Reps. keep House,Favorable,Favorable,agree,no,disagree,disagree,30 to 44,4-year College Grad.,Other,Male,Somewhat likely,Republican,"White, 4-Year College Grads",White,White,Well-educ. Clinton,Less than 50 percent,Cell,0.6667,0.3542,1.1326,2.2537,0.868
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Less educ. Trump,85 percent or higher,Cell,1,0.8944,0.5268,0.301,0.5524
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9834,0.968,0.4633,1.0065
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,18 to 29,[DO NOT READ] Don't know/Refused,Other,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,White,Less-educ. Clinton,Less than 50 percent,Cell,0.4444,0.3183,0.5384,1.265,0.5174
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,support,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,White,Less-educ. Clinton,50 to 85 percent,Cell,1,0.5502,1.6235,1.6682,1.8418
Dem,18 to 34,High school,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,agree,18 to 29,High School Grad. or Less,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Unknown,Less-educ. Clinton,Less than 50 percent,Cell,0.6667,0.3148,0.7143,1.6968,0.6901
Dem,50 to 64,Some college or trade school,Other,Female,White,Disapp.,support,agree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Non-White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9343,1.4509,0.9316,1.5136
Und,18 to 34,Some college or trade school,White,Male,White,Disapp.,support,disagree,Reps. keep House,Don't know,Don't know,disagree,no,disagree,disagree,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,White,Less-educ. Clinton,Less than 50 percent,Cell,0.7778,0.3109,0.5195,1.4331,0.5359
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,oppose,disagree,Don't know,Don't know,Don't know,agree,no,agree,disagree,45 to 64,Postgraduate Degree,Other,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",White,White,Less-educ. Clinton,Less than 50 percent,Cell,0.1111,0.4247,0.8083,1.3505,0.33
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,no,disagree,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Unknown,Less-educ. Clinton,85 percent or higher,Cell,0.8889,0.9573,0.547,0.3093,0.5668
Und,18 to 34,High school,Unknown,Female,Hispanic,Don't know,support,disagree,Don't know,Don't know,Don't know,Don't know,no,agree,disagree,18 to 29,High School Grad. or Less,Other,Female,Very likely,[DO NOT READ] Refused,Nonwhite,Nonwhite,Unknown,Less-educ. Clinton,Less than 50 percent,Cell,0.4444,0.2455,0.7143,2.1752,0.5979
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,Unknown,Male,Other,Approve,Don't know,disagree,Reps. keep House,Unfavorable,Favorable,agree,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Male,Almost certain,[DO NOT READ] Refused,Nonwhite,Nonwhite,Unknown,Less-educ. Clinton,85 percent or higher,Cell,1,0.9685,0.7414,0.41,0.7712
Rep,65 and older,Some college or trade school,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,disagree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9399,1.3048,0.8433,1.3441
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,yes,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9495,0.5847,0.3533,0.6091
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9474,0.4457,0.3297,0.4644
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,yes,disagree,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9527,0.9246,0.6052,0.9629
Dem,18 to 34,Some college or trade school,Other,Female,[DO NOT READ] Don't know/Refused,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,18 to 29,Some College Educ.,Democratic,Female,Somewhat likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Non-White,Well-educ. Trump,Less than 50 percent,Cell,0.5556,0.3571,0.4794,1.068,0.3394
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,support,agree,Reps. keep House,Don't know,Favorable,agree,yes,disagree,disagree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,White,Less-educ. Clinton,50 to 85 percent,Cell,0.8889,0.6069,1.0833,1.1047,1.1123
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,White,Well-educ. Trump,85 percent or higher,Cell,0.4444,0.9696,1.2953,0.8073,1.3151
Rep,65 and older,Grade school,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,disagree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,White,Less educ. Trump,85 percent or higher,Landline,1,0.9453,2.1758,1.6904,2.2674
Dem,65 and older,Bachelors' degree,Unknown,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,Unknown,Well-educ. Clinton,85 percent or higher,Cell,1,0.9868,0.7489,0.352,0.7755
Rep,18 to 34,Bachelors' degree,White,Male,White,Disapp.,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,18 to 29,4-year College Grad.,Republican,Male,Somewhat likely,Republican,"White, 4-Year College Grads",White,White,Well-educ. Clinton,50 to 85 percent,Cell,0.7778,0.8123,0.8903,0.6438,0.8194
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,yes,disagree,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9862,0.9083,0.6063,0.9444
Dem,50 to 64,Some college or trade school,White,Female,Other,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,yes,disagree,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9672,1.1584,0.718,1.2051
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Disapp.,oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Unknown,Well-educ. Clinton,85 percent or higher,Cell,0.8889,0.8862,0.9631,0.5454,1.0016
Dem,18 to 34,Bachelors' degree,White,Male,Black,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,disagree,no,disagree,agree,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,White,Well-educ. Clinton,Less than 50 percent,Cell,0.6667,0.3856,0.4845,0.8248,0.4638
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,agree,yes,disagree,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9752,1.2404,0.7998,1.29
Dem,50 to 64,Graduate or Professional Degree,White,Male,Black,Disapp.,oppose,disagree,Dems. take House,Unfavorable,Unfavorable,agree,yes,disagree,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,White,Less-educ. Clinton,50 to 85 percent,Cell,1,0.7167,1.0795,0.9073,1.1693
Dem,65 and older,Bachelors' degree,White,Female,White,Don't know,support,Don't know,Dems. take House,Don't know,Unfavorable,disagree,no,disagree,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.8772,1.0633,0.6245,1.1176
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Favorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Somewhat likely,or as a member of another political party,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9887,0.7863,0.4145,0.8073
Rep,65 and older,Some college or trade school,White,Male,White,Approve,support,disagree,Don't know,Don't know,Favorable,agree,no,agree,agree,65 and older,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,White,Well-educ. Trump,85 percent or higher,Landline,1,0.8937,0.9911,0.8004,0.9785
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Disapp.,support,disagree,Reps. keep House,Favorable,Favorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Unknown,Well-educ. Clinton,85 percent or higher,Cell,1,0.9756,0.8611,0.4291,0.8955
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,oppose,agree,Dems. take House,Don't know,Favorable,agree,no,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,White,Less-educ. Clinton,50 to 85 percent,Cell,1,0.6214,0.9057,0.7957,0.9568
Dem,35 to 49,Grade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Favorable,agree,no,agree,agree,30 to 44,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9352,1.1549,0.9272,1.1895
