response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,TXHORSERACE,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,Asian,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,Nonwhite,40 to 64,Postgraduate Degree,Unknown,"Rest, Trump",Less than 50 percent,Cell,1,0.4728,0.4834,0.365,0.55
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.97,0.8385,0.4683,0.8135
Dem,65 and older,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Unfavorable,Beto O'Rourke,65 and older,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),Nonwhite,65 and older,4-year College Grad.,Hispanic,"Rest, Trump",Less than 50 percent,Cell,1,0.1276,1.071,4.1237,1.0194
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,"Dallas, Clinton",50 to 85 percent,Cell,1,0.8377,1.1692,0.7459,1.1674
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Rest, Trump",85 percent or higher,Landline,1,0.97,1.0328,0.5737,0.9969
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,"Dallas, Trump",85 percent or higher,Cell,1,0.97,0.9353,0.4681,0.9074
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.97,0.9348,0.5751,0.8956
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,"Rest, Trump",Less than 50 percent,Landline,1,0.1702,0.6569,1.9624,0.7835
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,"Rest, Trump",85 percent or higher,Cell,1,0.9522,0.5426,0.1849,0.5281
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.8833,0.5523,0.2615,0.5382
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Rest, Trump",85 percent or higher,Landline,1,0.97,1.3685,0.8278,1.3277
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,"Rest, Trump",50 to 85 percent,Cell,1,0.6601,1.0282,0.7101,1.0479
Rep,18 to 34,Bachelors' degree,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,30 to 44,4-year College Grad.,Republican,Female,Already voted,Republican,Nonwhite,18 to 39,4-year College Grad.,White,"Dallas, Trump",85 percent or higher,Cell,1,0.9393,1.4855,1.0901,1.4495
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Some College Educ.,Other,Male,Already voted,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Rest, Trump",50 to 85 percent,Cell,1,0.6706,1.0256,0.7393,1.0747
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,"Rest, Clinton",85 percent or higher,Cell,1,0.97,0.878,0.5252,0.8518
Rep,50 to 64,Bachelors' degree,White,Female,Other,Disapp.,Don't know,Unfavorable,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Already voted,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,White,"Dallas, Clinton",50 to 85 percent,Cell,1,0.821,1.5164,1.1212,1.5203
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Don't know,Favorable,Unfavorable,Beto O'Rourke,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,"Rest, Trump",Less than 50 percent,Cell,0.7778,0.0914,1.0019,4.2269,1.1183
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.97,1.0268,0.7168,0.9962
Dem,35 to 49,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,"Rest, Clinton",85 percent or higher,Cell,1,0.97,1.0725,0.8504,1.0275
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,Ted Cruz,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,"Rest, Clinton",Less than 50 percent,Cell,0.8889,0.3198,0.621,1.2418,0.6293
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Rest, Clinton",50 to 85 percent,Landline,1,0.6362,1.4177,1.6993,1.5034
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.9538,1.0135,0.563,0.9861
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.9292,1.2014,0.7183,1.1639
Dem,18 to 34,Bachelors' degree,Asian,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Don't know,Unfavorable,Beto O'Rourke,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,18 to 39,4-year College Grad.,Other Non-White,"Dallas, Clinton",Less than 50 percent,Cell,1,0.3304,1.2057,2.3215,1.4069
Dem,50 to 64,Some college or trade school,Asian,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Some College Educ.,Other,Female,Already voted,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Other Non-White,"Dallas, Clinton",50 to 85 percent,Landline,1,0.5914,1.627,1.637,1.7547
Dem,50 to 64,Grade school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,High School Grad. or Less,Democratic,Male,Already voted,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,Other Non-White,"Dallas, Trump",85 percent or higher,Cell,1,0.97,0.9935,0.5094,0.9639
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,"Dallas, Clinton",50 to 85 percent,Cell,1,0.7479,0.6953,0.4505,0.7111
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,"Dallas, Trump",85 percent or higher,Landline,1,0.97,1.213,0.6895,1.1768
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.9413,1.0135,0.5705,0.9885
Dem,35 to 49,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,Nonwhite,40 to 64,4-year College Grad.,Other Non-White,"Rest, Trump",85 percent or higher,Cell,1,0.97,1.3072,0.6936,1.2682
Rep,65 and older,High school,Hispanic,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Hispanic,"Rest, Clinton",50 to 85 percent,Landline,1,0.5068,1.2532,1.9015,1.402
Dem,50 to 64,Graduate or Professional Degree,Black,Male,Black,Disapp.,Dems. take House,Don't know,Unfavorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,Other Non-White,"Rest, Trump",85 percent or higher,Cell,1,0.9334,0.5994,0.2638,0.5855
Rep,50 to 64,Graduate or Professional Degree,White,Male,Other,Approve,Reps. keep House,Favorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,Nonwhite,40 to 64,Postgraduate Degree,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9374,0.6225,0.3064,0.6077
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,Favorable,Unfavorable,Beto O'Rourke,30 to 44,Postgraduate Degree,Republican,Female,Already voted,[DO NOT READ] Refused,"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,"Dallas, Trump",50 to 85 percent,Landline,1,0.8305,1.0053,0.8079,1.0055
Und,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,Don't know,45 to 64,Some College Educ.,Republican,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Rest, Clinton",85 percent or higher,Cell,1,0.9262,0.8593,0.5614,0.8407
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,30 to 44,Some College Educ.,Republican,Male,Very likely,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,Hispanic,"Dallas, Clinton",50 to 85 percent,Cell,1,0.7724,1.2421,1.0654,1.1948
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,Ted Cruz,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.97,0.8137,0.4463,0.7895
Rep,65 and older,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Don't know,Ted Cruz,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,[DO NOT READ] Don't know/Refused,65 and older,No 4-year College Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.97,1.0135,0.5536,0.9832
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,Beto O'Rourke,30 to 44,Some College Educ.,Other,Male,Already voted,Democrat,Nonwhite,18 to 39,No 4-year College Degree,Hispanic,"Rest, Clinton",Less than 50 percent,Cell,1,0.3505,0.8394,1.8127,1.0306
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Rest, Clinton",85 percent or higher,Cell,1,0.917,1.1357,0.8655,1.1133
Und,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Don't know,Unfavorable,Unfavorable,Ted Cruz,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Cell,1,0.912,0.6264,0.3186,0.608
Rep,50 to 64,Graduate or Professional Degree,Other,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Other,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Other Non-White,"Rest, Trump",50 to 85 percent,Cell,1,0.7776,0.6635,0.3465,0.673
3,18 to 34,Grade school,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Reps. keep House,Don't know,Don't know,Don't know,18 to 29,High School Grad. or Less,Other,Male,Somewhat likely,Independent (No party),[DO NOT READ] Don't know/Refused,18 to 39,No 4-year College Degree,White,"Rest, Trump",Less than 50 percent,Landline,0.7778,0.4313,1.0019,1.4702,0.7765
Dem,18 to 34,High school,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,Beto O'Rourke,18 to 29,High School Grad. or Less,Other,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,"Dallas, Trump",50 to 85 percent,Landline,0.8889,0.5772,1.2648,1.3937,1.0603
Und,65 and older,Graduate or Professional Degree,Other,Male,Asian,Approve,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),Nonwhite,65 and older,Postgraduate Degree,Other Non-White,"Dallas, Trump",85 percent or higher,Landline,0.7778,0.97,0.8893,0.5044,0.8435
Rep,35 to 49,High school,White,Female,White,Approve,Dems. take House,Don't know,Don't know,Beto O'Rourke,45 to 64,High School Grad. or Less,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Dallas, Clinton",Less than 50 percent,Landline,0,0.1435,1.2187,5.24,0.2486
Dem,35 to 49,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Other Non-White,"Dallas, Clinton",Less than 50 percent,Cell,1,0.4362,1.2979,1.8539,1.4291
Dem,50 to 64,Bachelors' degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,Nonwhite,40 to 64,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Landline,1,0.97,1.3837,0.8382,1.3424
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Landline,1,0.97,0.5668,0.2615,0.54990000000000006
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Rest, Trump",85 percent or higher,Landline,1,0.97,1.2014,0.6881,1.1656
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Rest, Trump",85 percent or higher,Landline,1,0.97,1.3429,0.7989,1.3028
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Landline,1,0.97,0.7351,0.3852,0.7131
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Rest, Trump",85 percent or higher,Landline,1,0.9469,1.3394,0.8657,1.2951
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,Ted Cruz,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Clinton",85 percent or higher,Landline,1,0.9157,0.9172,0.5879,0.89
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,"Dallas, Clinton",85 percent or higher,Landline,1,0.97,0.6116,0.2257,0.5904
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,"Dallas, Clinton",85 percent or higher,Landline,1,0.97,0.9011,0.4231,0.8698
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,Beto O'Rourke,45 to 64,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,"Dallas, Trump",85 percent or higher,Landline,1,0.97,1.213,0.6895,1.1768
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Dallas, Trump",85 percent or higher,Landline,1,0.97,1.3523,0.8468,1.312
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.97,1.6945,1.2831,1.644
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,30 to 44,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,"Dallas, Clinton",Less than 50 percent,Cell,1,0.3203,1.1322,2.3274,1.4237
Und,65 and older,Graduate or Professional Degree,Hispanic,Female,White,Approve,Reps. keep House,Unfavorable,Don't know,Ted Cruz,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,Hispanic,"Rest, Clinton",85 percent or higher,Cell,1,0.97,0.6948,0.4635,0.674
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Dallas, Clinton",85 percent or higher,Landline,1,0.9557,1.0247,0.5689,0.9967
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,Postgraduate Degree,Republican,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Clinton",Less than 50 percent,Landline,1,0.4299,0.6183,0.8041,0.6338
Dem,65 and older,Graduate or Professional Degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,Postgraduate Degree,Other,Male,Already voted,Independent (No party),Nonwhite,65 and older,Postgraduate Degree,Other Non-White,"Rest, Clinton",Less than 50 percent,Landline,1,0.3294,0.5578,0.9981,0.6962
Und,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,Postgraduate Degree,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Clinton",50 to 85 percent,Landline,1,0.8334,0.783,0.4798,0.7499
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Rest, Trump",85 percent or higher,Landline,1,0.97,0.8137,0.4463,0.7855
Dem,35 to 49,Some college or trade school,White,Female,White,Approve,Dems. take House,Don't know,Don't know,Beto O'Rourke,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Rest, Clinton",85 percent or higher,Cell,0.8889,0.8605,1.1574,0.9557,1.1196
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.86240000000000006,1.3837,0.9427,1.3732
Rep,65 and older,Some college or trade school,Black,Female,Other,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,Nonwhite,65 and older,No 4-year College Degree,Other Non-White,"Dallas, Clinton",85 percent or higher,Landline,1,0.97,1.6078,1.0811,1.5598
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Cell,1,0.97,0.62,0.31,0.6015
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,Ted Cruz,30 to 44,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,"Rest, Trump",85 percent or higher,Cell,1,0.8956,1.1161,0.7067,1.0992
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,"Rest, Trump",85 percent or higher,Cell,1,0.8972,1.5033,1.1156,1.4799
Und,35 to 49,Bachelors' degree,Unknown,Male,Black,Don't know,Dems. take House,Don't know,Don't know,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Male,Not very likely,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,Unknown,"Dallas, Clinton",Less than 50 percent,Cell,0.3333,0.0802,0.9083,2.4744,0.3463
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,18 to 29,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,"Rest, Trump",50 to 85 percent,Cell,0.8889,0.7416,1.6474,1.5281,1.555
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Dallas, Trump",85 percent or higher,Cell,1,0.9511,1.3523,0.8637,1.2935
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,"Rest, Trump",85 percent or higher,Cell,1,0.9433,0.6049,0.2292,0.5897
Und,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,Ted Cruz,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Rest, Trump",50 to 85 percent,Cell,1,0.6732,1.0256,0.7364,1.0417
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,"Dallas, Trump",Less than 50 percent,Cell,0.7778,0.4982,0.5005,0.4654,0.3926
Dem,18 to 34,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,18 to 39,4-year College Grad.,White,"Dallas, Clinton",Less than 50 percent,Cell,1,0.3872,1.4964,2.9386,1.6883
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Don't know,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Rest, Clinton",85 percent or higher,Cell,1,0.8922,0.8758,0.6039,0.8631
3,35 to 49,Graduate or Professional Degree,White,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,Postgraduate Degree,Democratic,Male,Already voted,or as a member of another political party,Nonwhite,40 to 64,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Cell,1,0.9112,0.5668,0.2784,0.5563
Rep,65 and older,Graduate or Professional Degree,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),Nonwhite,65 and older,Postgraduate Degree,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.97,0.694,0.3636,0.6733
