response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,TXHORSERACE,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedd,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,Hispanic,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,Ted Cruz,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,No 4-year College Degree,White,"Rest, Trump",50 to 85 percent,Cell,1,0.8426,1.5451,0.7978,1.5707
Dem,35 to 49,Bachelors' degree,Unknown,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 44,4-year College Grad.,Unknown,"Rest, Trump",85 percent or higher,Landline,0.8889,0.9756,0.8476,0.5075,0.8452
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Don't know,Support,Support,agree,Ted Cruz,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.8577,1.5866,1.0269,1.6089
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Oppose,Don't know,Oppose,agree,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",18 to 44,4-year College Grad.,White,"Dallas, Clinton",50 to 85 percent,Cell,1,0.7934,1.1406,0.5612,1.1697
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Rest, Clinton",50 to 85 percent,Cell,1,0.6644,0.9765,0.6794,1.0304
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Don't know,Disapp.,Don't know,Don't know,Favorable,Support,Oppose,Support,agree,Beto O'Rourke,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 44,Postgraduate Degree,White,"Dallas, Clinton",50 to 85 percent,Landline,1,0.7866,1.1599,0.5551,1.191
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.962,0.6705,0.3456,0.6712
Dem,65 and older,Some college or trade school,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,Don't know,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,"Dallas, Clinton",85 percent or higher,Landline,1,0.9905,0.683,0.5516,0.6833
Rep,65 and older,Bachelors' degree,White,Female,White,Don't know,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Rest, Trump",85 percent or higher,Landline,1,0.9864,1.1523,0.5331,1.1526
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Support,Oppose,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Landline,1,0.9969,0.6646,0.231,0.6655
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Oppose,Support,agree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,"Dallas, Clinton",85 percent or higher,Landline,1,0.9781,0.6424,0.3222,0.6388
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 44,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9595,1.1713,0.6093,1.1727
Rep,50 to 64,Some college or trade school,White,Female,Other,support,Approve,Reps. keep House,Don't know,Favorable,Support,Oppose,Support,agree,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),Nonwhite,45 to 64,No 4-year College Degree,White,"Rest, Clinton",85 percent or higher,Cell,1,0.9581,1.0786,0.6515,1.0801
Rep,65 and older,Bachelors' degree,Unknown,Male,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,45 to 64,4-year College Grad.,Unknown,"Rest, Trump",50 to 85 percent,Cell,1,0.8481,0.6604,0.4494,0.6707
Dem,35 to 49,Bachelors' degree,Black,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Don't know,Don't know,Don't know,Oppose,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,45 to 64,4-year College Grad.,Other Non-White,"Rest, Trump",85 percent or higher,Cell,1,0.9561,0.5452,0.3594,0.546
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9264,0.8978,0.6018,0.9017
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Don't know,disagree,Beto O'Rourke,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Dallas, Clinton",50 to 85 percent,Landline,1,0.6594,1.5653,1.5216,1.6538
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,support,Don't know,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Support,agree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.8794,0.7451,0.3426,0.753
Rep,50 to 64,Some college or trade school,White,Female,White,Don't know,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,Ted Cruz,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,"Rest, Clinton",Less than 50 percent,Landline,0.4444,0.226,1.3423,3.5734,1.0823
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Rest, Trump",85 percent or higher,Landline,1,0.9733,1.2027,0.5706,1.2032
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,Ted Cruz,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",18 to 44,Postgraduate Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.9812,1.268,0.5028,1.2614
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,45 to 64,No 4-year College Degree,Hispanic,"Rest, Clinton",85 percent or higher,Cell,1,0.9853,0.6648,0.4374,0.6649
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Don't know,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Landline,1,0.9885,0.5512,0.2134,0.5514
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Favorable,Favorable,Oppose,Support,Support,agree,Ted Cruz,65 and older,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Dallas, Clinton",Less than 50 percent,Cell,0.8889,0.1231,1.3469,5.262,1.6289
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Favorable,Unfavorable,Don't know,Don't know,Don't know,disagree,Ted Cruz,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Rest, Trump",50 to 85 percent,Landline,1,0.773,1.8154,1.2471,1.869
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,agree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9974,0.6318,0.3223,0.6327
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Rest, Trump",85 percent or higher,Cell,1,0.9927,0.9976,0.5111,0.9982
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9698,0.4925,0.2106,0.4928
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Don't know,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,agree,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Landline,1,0.9869,0.6646,0.2332,0.662
Dem,65 and older,Bachelors' degree,Hispanic,Male,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,agree,Beto O'Rourke,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,65 and older,4-year College Grad.,Hispanic,"Dallas, Clinton",85 percent or higher,Landline,1,0.9835,0.6671,0.4291,0.664
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Unfavorable,Support,Support,Support,agree,Ted Cruz,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Rest, Trump",85 percent or higher,Landline,1,0.9936,0.8607,0.3159,0.8613
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,Black,Female,White,Don't know,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Don't know,Don't know,disagree,Beto O'Rourke,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,[DO NOT READ] Don't know/Refused,Other Non-White,"Rest, Clinton",85 percent or higher,Landline,1,0.975,0.7101,0.8183,0.7057
Rep,65 and older,Some college or trade school,Unknown,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Don't know,Don't know,Support,Don't know,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,"Dallas, Trump",85 percent or higher,Landline,0.4444,0.9054,1.0863,1.0915,0.8031
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Male,Very likely,Democrat,Nonwhite,45 to 64,Postgraduate Degree,Hispanic,"Dallas, Trump",Less than 50 percent,Landline,1,0.299,0.8179,1.7694,0.9173
Dem,18 to 34,Bachelors' degree,Other,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 44,4-year College Grad.,Other Non-White,"Dallas, Trump",85 percent or higher,Landline,1,0.9621,1.0181,0.7415,1.0191
Dem,65 and older,Bachelors' degree,Asian,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,Other Non-White,"Dallas, Clinton",85 percent or higher,Landline,1,0.994,0.5916,0.4165,0.592
Und,18 to 34,Bachelors' degree,Other,Male,White,support,Disapp.,Reps. keep House,Unfavorable,Unfavorable,Support,Oppose,Support,agree,Ted Cruz,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 44,4-year College Grad.,Other Non-White,"Rest, Trump",50 to 85 percent,Cell,1,0.7771,1.3402,1.0193,1.3786
Dem,18 to 34,Some college or trade school,Other,Female,Asian,oppose,Disapp.,Dems. take House,Favorable,Favorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 44,No 4-year College Degree,Other Non-White,"Rest, Trump",50 to 85 percent,Landline,0.8889,0.8199,1.2441,0.876,1.2157
Dem,50 to 64,Graduate or Professional Degree,Other,Male,White,oppose,Disapp.,Don't know,Favorable,Unfavorable,Support,Oppose,Oppose,agree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Other Non-White,"Rest, Trump",85 percent or higher,Landline,1,0.9882,0.425,0.2213,0.4252
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,18 to 29,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,18 to 44,No 4-year College Degree,Hispanic,"Dallas, Clinton",Less than 50 percent,Landline,0.6667,0.3017,1.3157,3.0082,0.9603
Und,65 and older,Some college or trade school,Unknown,Female,White,support,Approve,Reps. keep House,Don't know,Unfavorable,Support,Support,Support,agree,Ted Cruz,65 and older,Some College Educ.,Other,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,"Rest, Clinton",Less than 50 percent,Cell,0.3333,0.4139,1.1001,2.1146,0.6488
Dem,65 and older,High school,Unknown,Male,White,Don't know,Disapp.,Don't know,Don't know,Don't know,Oppose,Oppose,Oppose,disagree,Beto O'Rourke,65 and older,High School Grad. or Less,Democratic,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,"Rest, Trump",50 to 85 percent,Landline,0.4444,0.7967,0.7715,0.5011,0.6089
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,Beto O'Rourke,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 44,No 4-year College Degree,Hispanic,"Rest, Trump",85 percent or higher,Cell,1,0.981,1.3803,0.9282,1.3731
Dem,35 to 49,Bachelors' degree,Unknown,Male,Black,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Support,Support,agree,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 44,4-year College Grad.,Unknown,"Rest, Trump",85 percent or higher,Cell,1,0.9327,0.8847,0.5601,0.888
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Unknown,"Dallas, Clinton",85 percent or higher,Cell,1,0.9973,0.3348,0.2022,0.3348
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Female,Hispanic,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Support,agree,Beto O'Rourke,30 to 44,Postgraduate Degree,Other,Female,Very likely,Democrat,Nonwhite,18 to 44,Postgraduate Degree,Hispanic,"Rest, Clinton",Less than 50 percent,Cell,1,0.1098,1.1328,3.9438,1.5218
Dem,18 to 34,Some college or trade school,Black,Male,Black,oppose,Disapp.,Dems. take House,Unfavorable,Unfavorable,Oppose,Don't know,Oppose,Don't know,Beto O'Rourke,18 to 29,Some College Educ.,Other,Male,Very likely,Democrat,Nonwhite,18 to 44,No 4-year College Degree,Other Non-White,"Rest, Trump",Less than 50 percent,Cell,1,0.0748,2.2591,10,3.2728
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 44,Postgraduate Degree,Other Non-White,"Rest, Trump",85 percent or higher,Cell,1,0.9749,0.7233,0.3623,0.7236
Rep,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,oppose,Disapp.,Reps. keep House,Unfavorable,Unfavorable,Oppose,Oppose,Oppose,disagree,Ted Cruz,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Republican,Nonwhite,18 to 44,No 4-year College Degree,Hispanic,"Rest, Clinton",Less than 50 percent,Cell,0.4444,0.0238,2.0007,10,1.3271
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,45 to 64,No 4-year College Degree,Hispanic,"Rest, Clinton",85 percent or higher,Cell,1,0.9212,0.6648,0.4667,0.6584
Dem,50 to 64,High school,Black,Male,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Support,disagree,Beto O'Rourke,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),Nonwhite,45 to 64,No 4-year College Degree,Other Non-White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9778,0.6756,0.6463,0.6758
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Unknown,"Dallas, Clinton",85 percent or higher,Cell,1,0.9723,0.3348,0.2071,0.3349
Dem,50 to 64,High school,Hispanic,Male,Hispanic,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,45 to 64,No 4-year College Degree,Hispanic,"Rest, Clinton",50 to 85 percent,Cell,1,0.6238,0.6757,0.5515,0.6864
Dem,50 to 64,Grade school,Hispanic,Male,Hispanic,oppose,Approve,Dems. take House,Don't know,Don't know,Support,Oppose,Support,agree,Beto O'Rourke,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,45 to 64,No 4-year College Degree,Hispanic,"Rest, Clinton",50 to 85 percent,Cell,1,0.8237,0.6757,0.4213,0.6891
Dem,18 to 34,Bachelors' degree,Unknown,Female,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Don't know,Support,Don't know,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 44,4-year College Grad.,Unknown,"Rest, Trump",85 percent or higher,Cell,1,0.9181,0.8476,0.5383,0.8394
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Hispanic,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Hispanic,"Rest, Trump",85 percent or higher,Landline,1,0.9953,0.5305,0.2199,0.531
Dem,18 to 34,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 44,4-year College Grad.,Unknown,"Dallas, Trump",50 to 85 percent,Landline,1,0.8394,0.8678,0.5402,0.8826
Dem,18 to 34,Graduate or Professional Degree,Other,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Oppose,Oppose,Oppose,disagree,Beto O'Rourke,18 to 29,Postgraduate Degree,Democratic,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",18 to 44,Postgraduate Degree,Other Non-White,"Rest, Trump",Less than 50 percent,Landline,0.6667,0.4381,0.7661,0.7207,0.5761
Dem,65 and older,Some college or trade school,Black,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,No 4-year College Degree,Other Non-White,"Rest, Clinton",85 percent or higher,Landline,1,0.9802,0.7418,0.4984,0.7379
Dem,50 to 64,Graduate or Professional Degree,Black,Male,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Don't know,Don't know,Unfavorable,Oppose,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,45 to 64,Postgraduate Degree,Other Non-White,"Dallas, Clinton",85 percent or higher,Landline,1,0.9891,0.3825,0.2425,0.3812
Rep,50 to 64,Some college or trade school,Unknown,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,Unknown,"Rest, Trump",85 percent or higher,Landline,1,0.8674,0.8945,0.9118,0.9057
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Don't know,Oppose,Oppose,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,"Dallas, Trump",85 percent or higher,Landline,1,0.9693,0.4518,0.2337,0.4486
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,Ted Cruz,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,"Rest, Trump",85 percent or higher,Landline,1,0.9655,0.585,0.3197,0.5855
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,18 to 44,Postgraduate Degree,Hispanic,"Rest, Trump",85 percent or higher,Landline,1,0.8848,0.8157,0.4056,0.808
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Unknown,"Dallas, Trump",85 percent or higher,Landline,1,0.9939,0.5101,0.3405,0.5105
Dem,65 and older,Some college or trade school,Unknown,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,"Dallas, Clinton",85 percent or higher,Landline,1,0.9925,0.7129,0.5817,0.7113
Rep,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,45 to 64,Postgraduate Degree,Other Non-White,"Rest, Clinton",50 to 85 percent,Landline,1,0.5505,0.4619,0.3789,0.504
Rep,65 and older,Bachelors' degree,Hispanic,Male,Hispanic,support,Approve,Reps. keep House,Favorable,Favorable,Support,Support,Support,agree,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,4-year College Grad.,Hispanic,"Rest, Trump",85 percent or higher,Landline,1,0.9061,1.0092,0.6976,1.0162
Dem,65 and older,Bachelors' degree,Black,Male,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,65 and older,4-year College Grad.,Other,Male,Very likely,Democrat,[DO NOT READ] Don't know/Refused,65 and older,4-year College Grad.,Other Non-White,"Rest, Clinton",50 to 85 percent,Landline,1,0.7015,0.9143,0.8344,0.9185
Dem,35 to 49,Some college or trade school,Asian,Female,Asian,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,45 to 64,No 4-year College Degree,Other Non-White,"Rest, Trump",85 percent or higher,Landline,1,0.9927,0.7192,0.5473,0.7197
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,4-year College Grad.,Unknown,"Dallas, Trump",85 percent or higher,Landline,1,0.9947,0.5017,0.3467,0.5021
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Don't know,Support,Support,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,Unknown,"Dallas, Clinton",85 percent or higher,Landline,1,0.994,0.5847,0.5237,0.5837
