response,ager,educ,file_race,gender,race_eth,approve,CRIMES,FEMINISM,genballot,hdem_fav,hrep_fav,NFLA,NFLRIGHT,OPIOID,REVERSERACIS,STRANGER,SWAMP,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedb,file_party_region,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,50 to 64,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.986,0.6918,0.2516,0.6819
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,oppose,oppose,yes,agree,agree,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,50 to 64,"Rest, Democratic",White,85 percent or higher,Cell,1,0.9436,0.8009,0.4049,0.7913
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,35 to 49,Other,White,50 to 85 percent,Cell,1,0.5718,1.0247,0.6376,1.0942
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,disagree,Don't know,Reps. keep House,Favorable,Favorable,oppose,oppose,no,agree,agree,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,50 to 64,"Rest, Democratic",White,85 percent or higher,Cell,1,0.9791,0.603,0.2768,0.5944
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,disagree,support,Reps. keep House,Favorable,Unfavorable,oppose,oppose,no,agree,disagree,agree,18 to 29,Some College Educ.,Republican,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,18 to 34,"Rest, Republican",White,50 to 85 percent,Cell,1,0.8486,1.7835,0.8118,1.7848
Rep,50 to 64,Bachelors' degree,White,Male,White,Disapp.,agree,support,Reps. keep House,Favorable,Favorable,oppose,oppose,no,agree,disagree,disagree,45 to 64,4-year College Grad.,Republican,Male,Somewhat likely,Republican,"White, 4-Year College Grads",White,Fayette,50 to 64,"Fayette, Republican",White,Less than 50 percent,Cell,0.6667,0.283,1.0984,2.1411,0.7878
Dem,50 to 64,Some college or trade school,Black,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,oppose,oppose,no,agree,agree,disagree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Fayette,50 to 64,"Fayette, Democratic",Black,50 to 85 percent,Cell,0.8889,0.5276,0.5754,0.4106,0.5657
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,agree,Don't know,Don't know,Favorable,Unfavorable,support,support,yes,disagree,agree,disagree,30 to 44,4-year College Grad.,Democratic,Male,Very likely,[DO NOT READ] Refused,"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Democratic",White,50 to 85 percent,Cell,1,0.8267,1.1388,0.7216,1.1145
Dem,65 and older,High school,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,Don't know,disagree,agree,disagree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,65 and older,"Rest, Democratic",White,85 percent or higher,Cell,1,0.9259,1.7885,1.3617,1.7704
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,Don't know,support,no,disagree,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,65 and older,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.9886,0.6802,0.305,0.6705
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,disagree,Don't know,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,Fayette,65 and older,"Fayette, Democratic",White,85 percent or higher,Cell,0.5556,0.9861,0.7119,0.3301,0.6891
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,disagree,oppose,Reps. keep House,Don't know,Don't know,oppose,oppose,yes,agree,agree,agree,30 to 44,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,35 to 49,"Rest, Republican",White,Less than 50 percent,Cell,1,0.186,1.1384,4.8661,1.3645
Rep,65 and older,Some college or trade school,White,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,disagree,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Fayette,65 and older,"Fayette, Republican",White,85 percent or higher,Cell,1,0.8818,0.9015,0.5516,0.8976
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Approve,agree,Don't know,Reps. keep House,Unfavorable,Favorable,oppose,Don't know,no,agree,disagree,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Inner Bluegrass,50 to 64,"Rest, Democratic",Unknown,50 to 85 percent,Cell,1,0.5284,0.654,0.4831,0.7086
Rep,50 to 64,High school,White,Female,Asian,Approve,agree,oppose,Reps. keep House,Don't know,Favorable,support,oppose,no,agree,agree,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Rest,50 to 64,"Rest, Democratic",White,85 percent or higher,Cell,0.1111,0.9427,1.3087,0.6893,1.1998
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,yes,agree,disagree,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,35 to 49,"Rest, Republican",White,85 percent or higher,Cell,1,0.8985,0.9738,0.4817,0.9672
Dem,35 to 49,Bachelors' degree,Unknown,Male,[DO NOT READ] Don't know/Refused,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,agree,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Fayette,35 to 49,"Fayette, Democratic",Unknown,85 percent or higher,Cell,1,0.981,0.7305,0.3882,0.72
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Unfavorable,oppose,oppose,yes,disagree,disagree,agree,30 to 44,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Republican",White,85 percent or higher,Cell,1,0.9662,1.1204,0.6865,1.096
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,agree,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,50 to 64,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.9811,0.724,0.2724,0.7136
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,disagree,support,Reps. keep House,Favorable,Favorable,oppose,oppose,yes,agree,disagree,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,50 to 64,Other,White,Less than 50 percent,Cell,1,0.4857,1.025,0.7657,1.1286
Rep,50 to 64,High school,White,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,yes,agree,disagree,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,50 to 64,"Rest, Democratic",White,85 percent or higher,Landline,1,0.9638,1.7381,0.9741,1.7144
Dem,35 to 49,Some college or trade school,White,Female,Black,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,agree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Fayette,35 to 49,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.9607,1.0469,0.7494,1.0328
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,35 to 49,"Rest, Democratic",White,85 percent or higher,Cell,1,0.961,1.015,0.8314,1.0014
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,disagree,Don't know,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,agree,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,50 to 64,"Rest, Democratic",White,50 to 85 percent,Cell,1,0.7951,0.9457,0.5383,0.9554
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,support,no,agree,disagree,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Republican",White,Less than 50 percent,Cell,1,0.3552,1.2656,3.5116,1.4853
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,Don't know,Dems. take House,Favorable,Favorable,oppose,oppose,no,agree,disagree,agree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Rest,18 to 34,"Rest, Democratic",White,85 percent or higher,Cell,1,0.9127,0.8703,0.4549,0.8493
Rep,65 and older,Some college or trade school,Unknown,Male,White,Approve,disagree,Don't know,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,disagree,disagree,disagree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Fayette,65 and older,"Fayette, Republican",Unknown,85 percent or higher,Landline,1,0.9828,0.6828,0.3587,0.6696
Rep,50 to 64,Some college or trade school,Asian,Female,White,Approve,agree,Don't know,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,disagree,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,50 to 64,"Rest, Democratic",Other Non-White,50 to 85 percent,Cell,0.8889,0.7764,0.6649,0.4931,0.6638
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,disagree,Don't know,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,disagree,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,50 to 64,"Rest, Democratic",White,85 percent or higher,Cell,1,0.9819,0.8381,0.4222,0.8261
Rep,[DO NOT READ] Refused,High school,White,Female,White,Disapp.,agree,oppose,Don't know,Favorable,Favorable,oppose,oppose,yes,Don't know,agree,agree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,50 to 64,"Rest, Democratic",White,50 to 85 percent,Cell,1,0.737,1.9611,1.3259,1.9336
Und,50 to 64,Some college or trade school,White,Male,Other,Approve,disagree,oppose,Don't know,Unfavorable,Favorable,oppose,oppose,no,agree,disagree,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,Inner Bluegrass,50 to 64,"Rest, Republican",White,85 percent or higher,Cell,1,0.9638,0.96,0.3361,0.9469
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,disagree,support,Reps. keep House,Unfavorable,Favorable,oppose,support,no,disagree,disagree,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Inner Bluegrass,35 to 49,"Rest, Republican",White,85 percent or higher,Cell,1,0.9628,1.0711,0.4736,1.0566
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Unfavorable,oppose,support,yes,agree,agree,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,50 to 64,"Rest, Democratic",White,50 to 85 percent,Cell,1,0.7154,0.656,0.3094,0.6738
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Don't know,Don't know,oppose,Don't know,Unfavorable,Unfavorable,Don't know,Don't know,no,Don't know,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.9827,0.9176,0.5568,0.9044
Dem,18 to 34,Some college or trade school,White,Female,White,Approve,disagree,oppose,Reps. keep House,Don't know,Unfavorable,oppose,oppose,yes,agree,disagree,agree,18 to 29,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,18 to 34,"Rest, Republican",White,Less than 50 percent,Cell,1,0.3044,1.4789,2.9388,1.7943
Rep,65 and older,High school,White,Male,White,Disapp.,agree,Don't know,Don't know,Don't know,Favorable,oppose,oppose,no,agree,agree,disagree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Democratic",White,50 to 85 percent,Cell,1,0.513,1.5195,1.7528,1.6557
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Democratic",Unknown,85 percent or higher,Cell,1,0.9869,0.6346,0.3408,0.6255
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Inner Bluegrass,50 to 64,"Rest, Democratic",White,85 percent or higher,Cell,1,0.9747,0.8009,0.393,0.7895
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Don't know,Don't know,Dems. take House,Favorable,Don't know,support,support,no,disagree,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,18 to 34,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.9801,1.2475,0.5959,1.2296
Und,65 and older,Bachelors' degree,White,Female,White,Disapp.,agree,support,Dems. take House,Don't know,Favorable,oppose,Don't know,no,disagree,disagree,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,65 and older,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.992,0.7482,0.3184,0.7378
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,oppose,oppose,no,disagree,agree,disagree,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,Rest,65 and older,"Rest, Democratic",White,85 percent or higher,Cell,1,0.976,0.5717,0.2729,0.5599
Und,35 to 49,High school,White,Female,White,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,oppose,Don't know,yes,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,35 to 49,"Rest, Democratic",White,85 percent or higher,Landline,1,0.9453,2.2028,2.1261,2.176
Rep,18 to 34,Bachelors' degree,White,Female,Hispanic,Disapp.,disagree,support,Reps. keep House,Don't know,Don't know,support,support,no,disagree,disagree,Don't know,18 to 29,4-year College Grad.,Republican,Female,Very likely,Republican,Nonwhite,Nonwhite,Fayette,18 to 34,"Fayette, Republican",White,85 percent or higher,Cell,1,0.8815,1.4555,0.7382,1.421
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,disagree,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,50 to 64,"Rest, Republican",White,85 percent or higher,Cell,1,0.9113,0.8844,0.2644,0.8632
Rep,18 to 34,High school,White,Male,White,Approve,Don't know,oppose,Reps. keep House,Unfavorable,Favorable,oppose,Don't know,no,Don't know,Don't know,agree,18 to 29,High School Grad. or Less,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,18 to 34,"Rest, Democratic",White,85 percent or higher,Cell,0.8889,0.9617,3.1342,2.4337,3.0786
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,disagree,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,Don't know,no,disagree,disagree,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Republican",White,50 to 85 percent,Cell,1,0.8314,1.2641,0.8307,1.2687
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,35 to 49,Other,Unknown,50 to 85 percent,Cell,1,0.8229,0.7761,0.3266,0.7801
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,agree,disagree,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Democratic",White,85 percent or higher,Cell,1,0.9754,0.6205,0.3656,0.6117
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,Don't know,Don't know,yes,disagree,disagree,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Fayette,50 to 64,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.9651,0.8644,0.3881,0.8526
Und,65 and older,Bachelors' degree,Unknown,Male,White,Approve,disagree,Don't know,Reps. keep House,Favorable,Favorable,oppose,oppose,no,disagree,disagree,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,65 and older,Other,Unknown,Less than 50 percent,Cell,1,0.1835,0.7294,1.5925,0.994
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,disagree,disagree,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Fayette,65 and older,"Fayette, Republican",White,85 percent or higher,Landline,1,0.9748,0.8692,0.402,0.8568
Dem,35 to 49,Graduate or Professional Degree,White,Male,Black,Disapp.,agree,support,Dems. take House,Don't know,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,[DO NOT READ] Refused,Nonwhite,Nonwhite,Fayette,35 to 49,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.9858,0.9176,0.5552,0.9004
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Don't know,support,Don't know,Favorable,Favorable,support,support,yes,disagree,agree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,Inner Bluegrass,35 to 49,"Rest, Democratic",Unknown,85 percent or higher,Cell,1,0.9714,0.6153,0.3819,0.6022
Und,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,disagree,support,Dems. take House,Don't know,Don't know,Don't know,Don't know,yes,disagree,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,35 to 49,"Rest, Democratic",White,50 to 85 percent,Cell,1,0.6598,1.0038,0.9476,1.0451
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,Other,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,disagree,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Republican,Nonwhite,Nonwhite,Rest,35 to 49,"Rest, Democratic",Unknown,85 percent or higher,Cell,1,0.9591,0.4848,0.2951,0.4784
Dem,35 to 49,Some college or trade school,White,Female,White,Approve,agree,oppose,Reps. keep House,Favorable,Unfavorable,oppose,support,no,agree,agree,disagree,30 to 44,Some College Educ.,Democratic,Female,Very likely,or as a member of another political party,"White, No 4-Year College Degree",White,Rest,35 to 49,"Rest, Democratic",White,50 to 85 percent,Cell,1,0.6059,0.86240000000000006,0.9411,0.8659
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Democratic",Unknown,85 percent or higher,Cell,1,0.9917,0.6346,0.3393,0.6256
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,disagree,oppose,Don't know,Unfavorable,Favorable,oppose,oppose,yes,disagree,disagree,disagree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Inner Bluegrass,18 to 34,"Rest, Democratic",White,50 to 85 percent,Cell,1,0.5607,1.6295,1.7117,1.7463
Und,65 and older,Some college or trade school,White,Male,White,Disapp.,agree,oppose,Don't know,Don't know,Unfavorable,Don't know,support,no,disagree,agree,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Inner Bluegrass,65 and older,"Rest, Republican",White,85 percent or higher,Cell,1,0.9705,0.9439,0.4083,0.9307
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Don't know,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Democratic",White,Less than 50 percent,Cell,1,0.3408,1.2541,3.3087,1.4848
Rep,50 to 64,High school,Hispanic,Male,Hispanic,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,disagree,agree,agree,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,Nonwhite,Nonwhite,Fayette,50 to 64,"Fayette, Republican",Other Non-White,Less than 50 percent,Cell,1,0.2844,2.5285,10.12,2.8171
Dem,50 to 64,Some college or trade school,Unknown,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,Don't know,support,no,Don't know,disagree,agree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,50 to 64,"Rest, Democratic",Unknown,50 to 85 percent,Cell,1,0.6853,0.6844,0.4104,0.679
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Fayette,50 to 64,"Fayette, Republican",White,85 percent or higher,Cell,1,0.983,0.8037,0.3117,0.7921
Dem,50 to 64,High school,White,Female,White,Disapp.,agree,oppose,Dems. take House,Favorable,Favorable,oppose,support,yes,agree,agree,disagree,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,50 to 64,"Rest, Republican",White,Less than 50 percent,Cell,0.7778,0.2101,2.4737,6.8345,2.5198
Und,65 and older,High school,White,Male,Hispanic,Disapp.,disagree,support,Dems. take House,Favorable,Favorable,oppose,oppose,yes,agree,agree,disagree,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,Rest,65 and older,"Rest, Democratic",White,85 percent or higher,Cell,1,0.8514,1.3467,1.0191,1.3161
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,35 to 49,"Rest, Democratic",White,85 percent or higher,Cell,1,0.9709,0.9786,0.6553,0.9649
Rep,35 to 49,High school,Unknown,Female,White,Approve,disagree,Don't know,Reps. keep House,Unfavorable,Unfavorable,oppose,oppose,no,agree,agree,disagree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Fayette,35 to 49,"Fayette, Republican",Unknown,85 percent or higher,Cell,1,0.8597,1.8252,1.5833,1.8233
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,disagree,Don't know,Reps. keep House,Don't know,Don't know,oppose,oppose,yes,agree,disagree,agree,30 to 44,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,18 to 34,"Rest, Republican",White,Less than 50 percent,Cell,1,0.3033,1.9641,4.3055,1.7766
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Don't know,Don't know,Dems. take House,Favorable,Don't know,support,support,no,disagree,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,65 and older,"Rest, Democratic",White,85 percent or higher,Cell,1,0.9659,0.5197,0.2632,0.5126
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,disagree,Don't know,Reps. keep House,Favorable,Favorable,oppose,oppose,no,disagree,disagree,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,65 and older,"Rest, Democratic",White,85 percent or higher,Cell,1,0.9685,0.6596,0.3428,0.6504
Dem,18 to 34,Some college or trade school,Other,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,disagree,disagree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Fayette,18 to 34,"Fayette, Democratic",Other Non-White,50 to 85 percent,Cell,1,0.7748,1.5693,1.4525,1.5916
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,agree,support,Dems. take House,Don't know,Unfavorable,support,support,Don't know,disagree,agree,disagree,45 to 64,Postgraduate Degree,Other,Female,Not at all likely,Democrat,"White, 4-Year College Grads",White,Fayette,50 to 64,Other,Unknown,Less than 50 percent,Cell,1,0.499,0.6444,0.4332,0.4381
Dem,50 to 64,Some college or trade school,White,Male,White,Approve,agree,support,Reps. keep House,Favorable,Favorable,support,support,no,disagree,disagree,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,50 to 64,"Rest, Republican",White,50 to 85 percent,Cell,1,0.7955,1.0832,0.4192,1.0942
Rep,65 and older,Some college or trade school,White,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,support,yes,agree,agree,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Democratic",White,50 to 85 percent,Cell,1,0.5021,0.669,0.6584,0.732
