response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Und,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.953,0.8527,0.5874,0.8755
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Rest of Araphahoe,Less than 50 percent,Cell,1,0.4265,0.4499,0.8333,0.5287
Rep,50 to 64,High school,Black,Male,Black,Support,disagree,Disapp.,oppose,Oppose,agree,Dems. take House,Unfavorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,Other Non-White,Aurora,50 to 85 percent,Cell,1,0.511,2.1739,3.4112,2.4655
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Cell,0.8889,0.92,0.8017,0.6542,0.82
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,agree,Disapp.,support,Oppose,agree,Dems. take House,Don't know,Favorable,disagree,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Aurora,50 to 85 percent,Cell,1,0.8169,1.3058,0.9918,1.3664
Rep,65 and older,High school,Unknown,Female,White,Don't know,Don't know,Approve,Don't know,Support,agree,Reps. keep House,Don't know,Don't know,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,Rest of Araphahoe,85 percent or higher,Landline,1,0.9792,1.7772,1.2439,1.8219
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Adams,85 percent or higher,Landline,0,0.9799,0.7063,0.4568,0.6924
Rep,35 to 49,Some college or trade school,White,Male,White,Support,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Aurora,Less than 50 percent,Cell,1,0.387,0.7865,1.6214,0.9428
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Unknown,Rest of Araphahoe,85 percent or higher,Cell,1,0.9429,1.0031,0.6875,1.0308
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,agree,Disapp.,support,Support,agree,Dems. take House,Don't know,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Aurora,85 percent or higher,Landline,1,0.9956,0.986,0.6492,1.0096
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Rest of Araphahoe,50 to 85 percent,Cell,1,0.6165,0.6335,0.7758,0.694
Rep,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,4-year College Grad.,Republican,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9556,0.8527,0.5858,0.8667
Dem,50 to 64,Bachelors' degree,Hispanic,Female,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Hispanic,Douglas,85 percent or higher,Cell,1,0.9935,2.1446,1.1598,2.1995
Dem,18 to 34,Bachelors' degree,White,Male,White,Support,agree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,White,Adams,85 percent or higher,Cell,1,0.9531,0.2922,0.2831,0.3
Rep,50 to 64,High school,White,Male,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Adams,85 percent or higher,Cell,1,0.9047,0.8425,0.7928,0.8697
Rep,50 to 64,Some college or trade school,White,Female,White,Support,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Adams,85 percent or higher,Cell,1,0.9918,0.687,0.5166,0.7023
Rep,18 to 34,Bachelors' degree,White,Male,White,Support,disagree,Approve,support,Support,disagree,Dems. take House,Favorable,Favorable,disagree,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Rest of Araphahoe,50 to 85 percent,Cell,0.7778,0.8365,0.6737,0.5318,0.6846
Dem,18 to 34,Bachelors' degree,Hispanic,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Hispanic,Adams,85 percent or higher,Cell,1,0.9571,0.4169,0.2871,0.4278
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown,Rest of Araphahoe,85 percent or higher,Cell,0.8889,0.9235,1.2196,0.8517,1.2472
Dem,35 to 49,Some college or trade school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9178,0.8931,0.8004,0.9203
Rep,18 to 34,Some college or trade school,White,Female,Hispanic,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Favorable,Favorable,disagree,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,Adams,Less than 50 percent,Cell,0.6667,0.3319,0.3427,0.9307,0.2577
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,50 to 85 percent,Cell,1,0.7074,1.1155,1.0325,1.1938
Rep,35 to 49,High school,White,Male,White,Oppose,disagree,Approve,Don't know,Support,Don't know,Reps. keep House,Don't know,Don't know,agree,30 to 44,High School Grad. or Less,Republican,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Aurora,Less than 50 percent,Cell,0.6667,0.4299,1.1049,2.1797,0.8498
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,disagree,Approve,support,Support,agree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Rest of Araphahoe,50 to 85 percent,Cell,0.8889,0.5071,1.1782,1.3565,1.2087
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,Other,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Unknown,Aurora,85 percent or higher,Cell,1,0.9976,1.0267,0.7557,1.0539
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9724,0.9654,0.5934,0.983
Dem,18 to 34,Some college or trade school,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Aurora,50 to 85 percent,Cell,1,0.6638,0.631,0.8999,0.6826
Rep,35 to 49,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Aurora,85 percent or higher,Cell,1,0.8518,0.9048,0.8536,0.9413
Dem,50 to 64,Graduate or Professional Degree,Black,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Other Non-White,Aurora,85 percent or higher,Cell,1,0.9869,1.4891,0.9491,1.5266
Rep,65 and older,High school,White,Male,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9906,1.3236,1.0755,1.3525
Dem,50 to 64,Some college or trade school,White,Female,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9947,1.0083,0.7815,1.0343
Rep,18 to 34,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Favorable,Favorable,disagree,18 to 29,Some College Educ.,Republican,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Rest of Araphahoe,Less than 50 percent,Cell,0.6667,0.2016,0.4958,1.9513,0.3674
Dem,35 to 49,Some college or trade school,White,Male,Other,Support,disagree,Disapp.,support,Oppose,disagree,Don't know,Favorable,Unfavorable,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Aurora,85 percent or higher,Cell,1,0.9786,0.908,0.8026,0.9308
Dem,18 to 34,Graduate or Professional Degree,White,Male,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,18 to 29,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.8748,0.5176,0.4707,0.5365
Und,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Don't know,oppose,Don't know,disagree,Don't know,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Douglas,85 percent or higher,Cell,1,0.9196,1.7219,1.3121,1.774
Dem,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Support,agree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Aurora,50 to 85 percent,Cell,0.8889,0.8138,1.2068,0.9224,1.2467
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Support,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest of Araphahoe,50 to 85 percent,Cell,0.8889,0.6155,1.255,1.1624,1.2694
Dem,35 to 49,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9976,0.8621,0.6187,0.8849
Dem,18 to 34,Some college or trade school,Unknown,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,Unknown,Aurora,85 percent or higher,Cell,0.8889,0.9365,0.6947,0.6783,0.71
Rep,35 to 49,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Reps. keep House,Don't know,Favorable,agree,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9064,0.98,0.7115,0.9947
Dem,50 to 64,Bachelors' degree,White,Female,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9013,0.9733,0.7246,1.0051
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Adams,85 percent or higher,Cell,1,0.9412,0.5116,0.5756,0.5259
Dem,50 to 64,Bachelors' degree,Unknown,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown,Rest of Araphahoe,85 percent or higher,Cell,1,0.9892,1.1364,0.749,1.1651
Und,65 and older,High school,White,Male,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Adams,50 to 85 percent,Cell,1,0.7458,0.9741,1.1304,1.0336
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Adams,85 percent or higher,Cell,1,0.9622,0.4821,0.4262,0.4946
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9815,1.1424,0.7661,1.1648
Dem,18 to 34,Bachelors' degree,Asian,Female,Asian,Support,disagree,Disapp.,support,Support,disagree,Dems. take House,Don't know,Unfavorable,disagree,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,Other Non-White,Aurora,50 to 85 percent,Cell,1,0.8088,1.1123,0.8739,1.1657
Rep,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Oppose,disagree,Approve,oppose,Support,disagree,Dems. take House,Don't know,Favorable,disagree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,Nonwhite,Nonwhite,35 to 49,White,Aurora,50 to 85 percent,Cell,1,0.5829,1.3041,1.3501,1.3675
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Aurora,50 to 85 percent,Cell,1,0.6147,1.3909,1.3709,1.5247
Dem,18 to 34,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Rest of Araphahoe,50 to 85 percent,Cell,1,0.7592,0.6737,0.5859,0.7129
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9821,0.5176,0.4193,0.5306
Dem,18 to 34,Some college or trade school,Unknown,Male,White,Oppose,agree,Approve,oppose,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,18 to 29,Some College Educ.,Other,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,Unknown,Rest of Araphahoe,50 to 85 percent,Cell,0.3333,0.5833,0.824,1.1355,0.3814
Dem,35 to 49,Bachelors' degree,White,Female,White,Oppose,Don't know,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9093,0.8621,0.6788,0.8893
Dem,35 to 49,Some college or trade school,White,Male,White,Don't know,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Aurora,85 percent or higher,Cell,1,0.9635,0.7986,0.7801,0.8193
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,agree,Approve,oppose,Oppose,disagree,Reps. keep House,Don't know,Favorable,agree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9834,1.0404,0.6314,1.0665
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown,Rest of Araphahoe,85 percent or higher,Cell,1,0.9979,1.0648,0.739,1.0931
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,4-year College Grad.,Other,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",White,50 to 64,White,Douglas,85 percent or higher,Cell,1,0.98740000000000006,1.7091,1.1972,1.7449
Dem,35 to 49,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9811,0.8931,0.7488,0.9155
Dem,18 to 34,Some college or trade school,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Rest of Araphahoe,50 to 85 percent,Cell,0.8889,0.6555,0.7057,0.8906,0.7481
Und,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,disagree,Disapp.,Don't know,Don't know,disagree,Don't know,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",White,65 and older,White,Rest of Araphahoe,85 percent or higher,Landline,1,0.9894,0.9688,0.63,0.9932
Dem,18 to 34,Some college or trade school,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Rest of Araphahoe,Less than 50 percent,Cell,0.8889,0.4213,0.4975,1.009,0.5645
Dem,18 to 34,Bachelors' degree,Asian,Male,Asian,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,Other Non-White,Aurora,85 percent or higher,Cell,1,0.9726,0.6979,0.5614,0.7156
Dem,18 to 34,High school,White,Female,Hispanic,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Reps. keep House,Favorable,Unfavorable,disagree,30 to 44,High School Grad. or Less,Other,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,Aurora,50 to 85 percent,Cell,0.7778,0.6149,1.1543,1.6168,1.1287
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Female,Hispanic,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,Hispanic,Aurora,85 percent or higher,Cell,1,0.9684,0.7563,0.4726,0.7696
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9959,0.9654,0.5794,0.9887
Rep,35 to 49,Bachelors' degree,White,Male,White,Oppose,agree,Approve,oppose,Support,Don't know,Reps. keep House,Don't know,Unfavorable,Don't know,30 to 44,4-year College Grad.,Other,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Aurora,50 to 85 percent,Cell,0.3333,0.5648,1.0726,1.357,0.487
Und,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Don't know,Favorable,Favorable,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9893,0.966,0.6467,0.9904
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Adams,85 percent or higher,Cell,1,0.9888,0.6188,0.4585,0.6344
Und,65 and older,Some college or trade school,Unknown,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,Rest of Araphahoe,85 percent or higher,Cell,1,0.9955,1.1046,0.7682,1.1332
Dem,50 to 64,Some college or trade school,White,Female,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Republican,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9224,1.1424,0.8151,1.1596
Dem,65 and older,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.996,1.0417,0.6418,1.0688
Dem,35 to 49,High school,Hispanic,Female,Hispanic,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,30 to 44,High School Grad. or Less,Republican,Female,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,Hispanic,Rest of Araphahoe,Less than 50 percent,Cell,1,0.0691,1.5389,5.8302,2.3217
Und,35 to 49,Some college or trade school,White,Female,Hispanic,Oppose,disagree,Approve,oppose,Oppose,disagree,Don't know,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Democratic,Female,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Aurora,Less than 50 percent,Cell,1,0.4769,0.7952,1.4509,0.7389
Dem,65 and older,Some college or trade school,White,Male,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Aurora,85 percent or higher,Cell,1,0.9953,0.8489,0.7485,0.8709
Dem,18 to 34,Some college or trade school,Hispanic,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Democratic,Female,Not at all likely,or as a member of another political party,"White, No 4-Year College Degree",White,18 to 34,Hispanic,Aurora,50 to 85 percent,Cell,0,0.6156,0.9002,0.9881,0.3253
Rep,18 to 34,High school,White,Female,White,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Favorable,Favorable,disagree,18 to 29,High School Grad. or Less,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Rest of Araphahoe,Less than 50 percent,Cell,0.6667,0.2319,0.7977,2.702,0.5917
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9947,1.044,0.6743,1.0709
Dem,50 to 64,Some college or trade school,Black,Female,Black,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,Don't know,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,Other Non-White,Aurora,Less than 50 percent,Cell,1,0.1305,1.259,6.1684,1.6768
