response,ager,educ,file_race,gender,race_eth,ACHA,APPKAV,approve,genballot,hdem_fav,HEALTH,hrep_fav,SINGLEPAY,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Favorable,Yes,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest of Douglas,50 to 85 percent,Cell,1,0.8044,1.0398,0.6787,1.0846
Rep,50 to 64,Some college or trade school,Black,Female,Black,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,Non-White,"Omaha, Clinton",50 to 85 percent,Cell,1,0.5263,1.2291,1.4043,1.3787
Rep,18 to 34,Bachelors' degree,White,Female,White,Support,oppose,Disapp.,Reps. keep House,Favorable,No,Favorable,Support,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,"Omaha, Clinton",Less than 50 percent,Cell,0.8889,0.27,0.8093,1.8445,0.9908
Rep,18 to 34,Graduate or Professional Degree,Unknown,Female,White,Support,oppose,Disapp.,Reps. keep House,Unfavorable,No,Don't know,Oppose,18 to 29,Postgraduate Degree,Other,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,Unknown,"Omaha, Clinton",85 percent or higher,Cell,1,0.99,0.6434,0.3696,0.6561
Dem,65 and older,Some college or trade school,Black,Female,Other,Don't know,Don't know,Disapp.,Dems. take House,Favorable,No,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Non-White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9022,1.0336,0.726,1.0615
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,Sarpy,85 percent or higher,Cell,1,0.9564,0.8558,0.5895,0.8737
Dem,50 to 64,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Unfavorable,Oppose,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Cell,0,0.997,0.9681,0.5406,0.9761
Rep,18 to 34,High school,White,Female,White,Support,oppose,Disapp.,Don't know,Unfavorable,No,Don't know,Support,18 to 29,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,"Omaha, Clinton",Less than 50 percent,Cell,1,0.4255,1.2135,3.0947,1.3162
Rep,65 and older,High school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9897,1.1352,0.8504,1.1577
Und,50 to 64,Some college or trade school,White,Male,White,Oppose,Don't know,Approve,Dems. take House,Unfavorable,No,Don't know,Oppose,45 to 64,Some College Educ.,Democratic,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Omaha, Clinton",50 to 85 percent,Cell,0.7778,0.6477,0.9723,0.7976,0.8338
Und,50 to 64,Some college or trade school,White,Female,Other,Don't know,Don't know,Approve,Don't know,Don't know,Yes,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,"Omaha, Trump",50 to 85 percent,Cell,0.2222,0.6808,0.9917,0.79990000000000006,0.6069
Und,35 to 49,Graduate or Professional Degree,White,Male,Hispanic,Support,support,Disapp.,Don't know,Unfavorable,No,Don't know,Support,30 to 44,Postgraduate Degree,Other,Male,Not very likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Sarpy,Less than 50 percent,Cell,0.4444,0.1961,0.8293,2.4034,0.3878
Rep,18 to 34,Bachelors' degree,White,Female,White,Support,Don't know,Don't know,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,"Omaha, Trump",50 to 85 percent,Cell,1,0.8388,1.0382,0.7953,1.0765
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Rest of Douglas,50 to 85 percent,Cell,1,0.76,1.1559,0.8277,1.2162
Rep,50 to 64,Bachelors' degree,White,Male,White,Don't know,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9722,1.1969,0.6706,1.2206
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Don't know,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,4-year College Grad.,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,50 to 64,White,Sarpy,85 percent or higher,Cell,1,0.9085,1.0778,0.5733,1.106
Rep,18 to 34,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,18 to 29,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,18 to 34,White,Sarpy,Less than 50 percent,Cell,1,0.4322,0.8868,1.5463,0.9598
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Don't know,Oppose,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Unknown,Sarpy,Less than 50 percent,Cell,1,0.4333,0.7764,1.2844,0.9046
Dem,35 to 49,Bachelors' degree,Hispanic,Female,[DO NOT READ] Don't know/Refused,Oppose,Don't know,Disapp.,Don't know,Favorable,No,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,Non-White,Sarpy,85 percent or higher,Landline,1,0.9511,1.0951,0.6898,1.1185
Dem,50 to 64,Bachelors' degree,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.8707,0.9069,0.488,0.9356
Und,50 to 64,Some college or trade school,White,Female,White,Oppose,support,Approve,Reps. keep House,Don't know,No,Don't know,Support,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9271,1.0092,0.716,1.0189
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Oppose,Don't know,Approve,Don't know,Unfavorable,No,Favorable,Support,45 to 64,Postgraduate Degree,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown,Sarpy,Less than 50 percent,Cell,0.8889,0.3683,0.6766,1.0893,0.5887
Rep,35 to 49,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Rest of Douglas,Less than 50 percent,Cell,1,0.4682,0.9976,1.4505,1.0683
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,"Omaha, Clinton",85 percent or higher,Landline,1,0.9856,1.0209,0.5748,1.0408
Rep,65 and older,High school,White,Female,White,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.8858,1.1239,0.9222,1.1349
Rep,35 to 49,Graduate or Professional Degree,Asian,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Non-White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9827,1.0936,0.7201,1.115
Rep,35 to 49,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,30 to 44,Some College Educ.,Republican,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,35 to 49,White,"Omaha, Trump",50 to 85 percent,Cell,1,0.6933,1.1773,1.1584,1.2574
Rep,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,support,Disapp.,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Non-White,Sarpy,85 percent or higher,Cell,0.7778,0.8524,1.0661,0.6908,1.0767
Rep,18 to 34,High school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Support,18 to 29,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Rest of Douglas,Less than 50 percent,Cell,0.7778,0.3273,1.4166,4.0687,1.4267
Dem,[DO NOT READ] Refused,Grade school,White,Male,Hispanic,Support,support,Approve,Dems. take House,Favorable,Yes,Favorable,Support,65 and older,High School Grad. or Less,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,White,"Omaha, Trump",85 percent or higher,Cell,0,0.9747,1.4368,1.0681,1.3907
Dem,18 to 34,Bachelors' degree,White,Male,White,Support,Don't know,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,30 to 44,4-year College Grad.,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,White,"Omaha, Clinton",50 to 85 percent,Cell,1,0.5053,1.1147,1.1704,1.26
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,Oppose,support,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown,"Omaha, Clinton",85 percent or higher,Cell,1,0.9156,0.7399,0.3951,0.7586
Dem,65 and older,Bachelors' degree,Unknown,Male,White,Support,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Unknown,"Omaha, Trump",85 percent or higher,Landline,1,0.9961,0.807,0.4051,0.8236
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,support,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Sarpy,50 to 85 percent,Cell,0.7778,0.6393,0.907,0.7645,0.8817
Rep,65 and older,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Trump",Less than 50 percent,Landline,1,0.4175,0.9073,1.6104,1.065
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,"Omaha, Trump",85 percent or higher,Cell,1,0.999,0.71,0.3406,0.7252
Dem,35 to 49,Graduate or Professional Degree,Other,Male,White,Oppose,Don't know,Disapp.,Dems. take House,Don't know,No,Don't know,Support,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Non-White,Rest of Douglas,Less than 50 percent,Cell,1,0.4245,1.1901,1.734,1.3923
Dem,65 and older,High school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9861,1.2582,0.9109,1.2829
Dem,18 to 34,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Don't know,Support,18 to 29,Some College Educ.,Democratic,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Rest of Douglas,Less than 50 percent,Cell,0.5556,0.1398,0.9205,4.525,0.6152
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9861,0.838,0.4167,0.8545
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9746,0.7361,0.3546,0.7506
Dem,18 to 34,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9284,0.8682,0.5215,0.8766
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Support,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Rest of Douglas,85 percent or higher,Landline,1,0.99,1.0373000000000001,0.7092,1.0578
Und,35 to 49,Bachelors' degree,White,Female,White,Oppose,Don't know,Don't know,Don't know,Don't know,No,Don't know,Support,30 to 44,4-year College Grad.,Other,Female,Not very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Sarpy,Less than 50 percent,Cell,0.1111,0.0772,0.9219,3.6202,0.2884
Rep,65 and older,High school,White,Female,White,Oppose,support,Approve,Reps. keep House,Don't know,No,Favorable,Support,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Trump",85 percent or higher,Landline,1,0.9894,1.3249,1.152,1.3461
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Sarpy,85 percent or higher,Cell,1,0.9879,0.8353,0.4098,0.8517
Dem,65 and older,Some college or trade school,White,Male,Black,Support,oppose,Disapp.,Dems. take House,Unfavorable,No,Don't know,Support,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,65 and older,White,Rest of Douglas,85 percent or higher,Landline,1,0.9944,0.995,0.5733,1.0128
Dem,50 to 64,Some college or trade school,Hispanic,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,Non-White,"Omaha, Trump",85 percent or higher,Cell,1,0.9954,1.2119,0.7571,1.2366
Dem,18 to 34,Bachelors' degree,White,Female,White,Support,Don't know,Don't know,Dems. take House,Don't know,No,Don't know,Support,18 to 29,4-year College Grad.,Democratic,Female,Not at all likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,"Omaha, Trump",Less than 50 percent,Cell,0,0.1927,0.8174,2.6636,0.1836
Dem,18 to 34,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,Some College Educ.,Democratic,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,18 to 34,White,Rest of Douglas,50 to 85 percent,Cell,0.8889,0.7856,0.8949,0.7543,0.9229
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown,"Omaha, Trump",85 percent or higher,Landline,1,0.9433,0.9765,0.5883,0.998
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,"Omaha, Trump",85 percent or higher,Cell,1,0.8753,0.9892,0.5416,1.0197
Und,[DO NOT READ] Refused,High school,Unknown,Male,White,Support,support,Don't know,Reps. keep House,Favorable,Yes,Favorable,Support,18 to 29,High School Grad. or Less,Democratic,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,18 to 34,Unknown,"Omaha, Clinton",Less than 50 percent,Cell,1,0.0535,0.9497,6.0692,1.806
Dem,18 to 34,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,18 to 29,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Rest of Douglas,Less than 50 percent,Cell,1,0.1958,0.9205,3.4671,1.131
Dem,50 to 64,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Rest of Douglas,85 percent or higher,Cell,1,0.9482,1.0317,0.6107,1.0425
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9067,1.0556,0.6584,1.0834
Rep,35 to 49,Bachelors' degree,White,Male,White,Support,support,Don't know,Reps. keep House,Favorable,No,Favorable,Don't know,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Rest of Douglas,50 to 85 percent,Cell,1,0.7164,1.2876,0.8937,1.3163
Dem,[DO NOT READ] Refused,Grade school,Hispanic,Male,Hispanic,Support,support,Approve,Dems. take House,Favorable,No,Unfavorable,Oppose,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,Non-White,"Omaha, Clinton",50 to 85 percent,Cell,0,0.8301,1.6567,1.5177,1.4224
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,18 to 29,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9339,0.781,0.4499,0.7887
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Sarpy,85 percent or higher,Cell,1,0.9513,1.0209,0.6679,1.0427
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Support,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,Non-White,"Omaha, Trump",50 to 85 percent,Cell,1,0.7532,1.4277,1.2386,1.4537
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Trump",Less than 50 percent,Cell,0.8889,0.4551,1.0157,1.6247,1.0465
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Oppose,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Non-White,Sarpy,85 percent or higher,Cell,1,0.9598,0.88,0.5395,0.8981
Rep,65 and older,High school,White,Female,White,Oppose,oppose,Approve,Don't know,Don't know,No,Don't know,Support,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Clinton",85 percent or higher,Landline,1,0.9607,1.3116,1.1515,1.3386
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Sarpy,85 percent or higher,Cell,1,0.9813,1.1127,0.639,1.1344
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,"Omaha, Trump",50 to 85 percent,Landline,1,0.536,1.0238,1.2231,1.0781
Rep,65 and older,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9454,1.1544,0.6789,1.1796
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Sarpy,50 to 85 percent,Cell,1,0.6733,0.7814,0.65,0.8031
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Non-White,"Omaha, Trump",85 percent or higher,Cell,1,0.9108,1.0362,0.8574,1.063
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9951,0.7486,0.3755,0.7622
Rep,35 to 49,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Rest of Douglas,50 to 85 percent,Cell,1,0.7256,1.1873,0.966,1.2586
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Clinton",50 to 85 percent,Cell,1,0.7864,0.8358,0.4739,0.8748
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,50 to 64,Non-White,"Omaha, Clinton",85 percent or higher,Landline,1,0.9106,1.2835,0.7341,1.2957
Dem,18 to 34,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,"Omaha, Trump",Less than 50 percent,Cell,1,0.4735,0.8174,1.0839,0.9357
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,"Omaha, Trump",85 percent or higher,Cell,0.4444,0.9481,1.1876,0.9047,1.0681
Dem,18 to 34,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9904,0.9817,0.5538,1.0012
Dem,50 to 64,Some college or trade school,Black,Female,Black,Support,oppose,Disapp.,Dems. take House,Unfavorable,Yes,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Non-White,"Omaha, Clinton",Less than 50 percent,Cell,1,0.3169,0.999,2.1597,1.2428
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Support,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Sarpy,85 percent or higher,Cell,1,0.9046,0.9939,0.6303,1.0033
Rep,18 to 34,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Sarpy,50 to 85 percent,Cell,1,0.7166,0.988,0.9156,1.0099
Dem,18 to 34,Graduate or Professional Degree,Asian,Male,Other,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Favorable,Support,18 to 29,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Non-White,"Omaha, Clinton",50 to 85 percent,Cell,1,0.6784,0.9918,0.8553,1.0631
Dem,50 to 64,High school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Rest of Douglas,85 percent or higher,Landline,1,0.9656,1.2544,0.9511,1.2797
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Oppose,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Sarpy,Less than 50 percent,Cell,1,0.3749,0.8561,1.5132,1.0275
